TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#doit:1
VW,context=Main:1#doit:1,sc=java.util.Scanner (id=364)
FW,context=Main:1,n=8
FR,context=Main:1,n
VW,context=Main:1#doit:1,d=2
FR,context=Main:1,n
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=null
FW,context=java.lang.String[]:2,1=null
FW,context=java.lang.String[]:2,2=null
FW,context=java.lang.String[]:2,3=null
FW,context=java.lang.String[]:2,4=null
FW,context=java.lang.String[]:2,5=null
FW,context=java.lang.String[]:2,6=null
FW,context=java.lang.String[]:2,7=null
FW,context=Main:1,data=java.lang.String[]:2
VW,context=Main:1#doit:1,set=java.util.HashSet (id=366)
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=0
FR,context=Main:1,data
FW,context=java.lang.String[]:2,0=omura
FR,context=Main:1,data
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=1
FR,context=Main:1,data
FW,context=java.lang.String[]:2,1=toshio
FR,context=Main:1,data
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=2
FR,context=Main:1,data
FW,context=java.lang.String[]:2,2=raku
FR,context=Main:1,data
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=3
FR,context=Main:1,data
FW,context=java.lang.String[]:2,3=tanaka
FR,context=Main:1,data
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=4
FR,context=Main:1,data
FW,context=java.lang.String[]:2,4=imura
FR,context=Main:1,data
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=5
FR,context=Main:1,data
FW,context=java.lang.String[]:2,5=yoshoi
FR,context=Main:1,data
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=6
FR,context=Main:1,data
FW,context=java.lang.String[]:2,6=hayashi
FR,context=Main:1,data
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=7
FR,context=Main:1,data
FW,context=java.lang.String[]:2,7=miura
FR,context=Main:1,data
FR,context=Main:1,n
FR,context=Main:1,data
VD,method=Main:1#doit:1 <name=i,type=int (id=7),value=<?>,index=3>
FW,context=Main:1,data2=java.util.ArrayList (id=376)
FR,context=Main:1,n
VW,context=Main:1#doit:1,i=0
FR,context=Main:1,data2
FR,context=Main:1,data2
FR,context=Main:1,data
MC,caller=Main:1#doit:1,target=Main:1#solve:1
VW,context=Main:1#solve:1,ind=0
FR,context=Main:1,data
VW,context=Main:1#solve:1,sb=java.lang.StringBuilder (id=377)
VW,context=Main:1#solve:1,len=7
VW,context=Main:1#solve:1,i=0
VW,context=Main:1#solve:1,c=h
FR,context=Main:1,data2
VW,context=Main:1#solve:1,i=1
VD,method=Main:1#solve:1 <name=c,type=char (id=4),value=<?>,index=4>
VW,context=Main:1#solve:1,c=a
FR,context=Main:1,data2
VW,context=Main:1#solve:1,i=2
VD,method=Main:1#solve:1 <name=c,type=char (id=4),value=<?>,index=4>
VW,context=Main:1#solve:1,c=y
FR,context=Main:1,data2
VW,context=Main:1#solve:1,i=3
VD,method=Main:1#solve:1 <name=c,type=char (id=4),value=<?>,index=4>
VW,context=Main:1#solve:1,c=a
FR,context=Main:1,data2
VW,context=Main:1#solve:1,i=4
VD,method=Main:1#solve:1 <name=c,type=char (id=4),value=<?>,index=4>
VW,context=Main:1#solve:1,c=s
FR,context=Main:1,data2
VW,context=Main:1#solve:1,i=5
VD,method=Main:1#solve:1 <name=c,type=char (id=4),value=<?>,index=4>
VW,context=Main:1#solve:1,c=h
FR,context=Main:1,data2
VW,context=Main:1#solve:1,i=6
VD,method=Main:1#solve:1 <name=c,type=char (id=4),value=<?>,index=4>
VW,context=Main:1#solve:1,c=i
FR,context=Main:1,data2
VD,method=Main:1#solve:1 <name=c,type=char (id=4),value=<?>,index=4>
VD,method=Main:1#solve:1 <name=i,type=int (id=7),value=<?>,index=3>
VW,context=Main:1#solve:1,i=0
VW,context=Main:1#solve:1,j=97
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=98
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=99
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=100
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=101
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=102
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=103
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=104
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=105
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=106
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=107
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=108
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=109
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=110
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=111
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=112
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=113
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=114
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=115
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=116
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=117
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=118
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=119
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=120
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=121
FR,context=Main:1,data2
VW,context=Main:1#solve:1,j=122
FR,context=Main:1,data2
VW,context=Main:1#solve:1,i=1
