TS,main (1)
MC,caller=SYSTEM,target=Main#<clinit>:1
FW,context=Main,sc=java.util.Scanner (id=362)
FW,context=Main,br=
FR,context=Main,br
FR,context=Main,br
FR,context=Main,br
NO,object=java.lang.String[]:1
FW,context=java.lang.String[]:1,0=
FW,context=java.lang.String[]:1,1=
FW,context=java.lang.String[]:1,2=
FW,context=java.lang.String[]:1,3=
FW,context=Main,asep=java.lang.String[]:1
ME,returner=Main#<clinit>:1,value=<void>
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:2
VW,context=Main#main:1,args=java.lang.String[]:2
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
NO,object=Main$1:1
MC,caller=Main:1#Main:1,target=Main$1:1#<init>:1
ME,returner=Main$1:1#<init>:1,value=<void>
FW,context=Main:1,comp=Main$1:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
FR,context=Main,sc
VW,context=Main:1#run:1,D=2
VW,context=Main:1#run:1,D=1
FR,context=Main,sc
VW,context=Main:1#run:1,N=5
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=int[]:1,4=0
FW,context=int[]:1,5=0
FW,context=int[]:1,6=0
VW,context=Main:1#run:1,hpos=int[]:1
NO,object=double[]:1
FW,context=double[]:1,0=0.0
FW,context=double[]:1,1=0.0
FW,context=double[]:1,2=0.0
FW,context=double[]:1,3=0.0
FW,context=double[]:1,4=0.0
FW,context=double[]:1,5=0.0
FW,context=double[]:1,6=0.0
VW,context=Main:1#run:1,hs=double[]:1
VW,context=Main:1#run:1,hpos=int[]:1
VW,context=Main:1#run:1,i=1
FR,context=Main,sc
FW,context=int[]:1,1=15
VW,context=Main:1#run:1,hpos=int[]:1
FR,context=Main,sc
FW,context=double[]:1,0=50.0
FW,context=double[]:1,1=40.0
VW,context=Main:1#run:1,hs=double[]:1
VW,context=Main:1#run:1,i=2
FR,context=Main,sc
FW,context=int[]:1,2=35
VW,context=Main:1#run:1,hpos=int[]:1
FR,context=Main,sc
FW,context=double[]:1,2=20.0
VW,context=Main:1#run:1,hs=double[]:1
VW,context=Main:1#run:1,i=3
FR,context=Main,sc
FW,context=int[]:1,3=50
VW,context=Main:1#run:1,hpos=int[]:1
FR,context=Main,sc
FW,context=double[]:1,3=45.0
VW,context=Main:1#run:1,hs=double[]:1
VW,context=Main:1#run:1,i=4
FR,context=Main,sc
