TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
VW,context=Main:1#run:1,scan=java.util.Scanner (id=364)
VW,context=Main:1#run:1,n=5
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=int[]:1,4=0
FW,context=Main:1,p1=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
FW,context=int[]:2,4=0
FW,context=Main:1,p2=int[]:2
VW,context=Main:1#run:1,i=0
FR,context=Main:1,p1
FW,context=int[]:1,0=1
VW,context=Main:1#run:1,i=1
FR,context=Main:1,p1
FW,context=int[]:1,1=7
VW,context=Main:1#run:1,i=2
FR,context=Main:1,p1
FW,context=int[]:1,2=9
VW,context=Main:1#run:1,i=3
FR,context=Main:1,p1
FW,context=int[]:1,3=6
VW,context=Main:1#run:1,i=4
FR,context=Main:1,p1
FW,context=int[]:1,4=10
FR,context=Main:1,p1
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=2>
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,p=0
VW,context=Main:1#run:1,i=0
FR,context=Main:1,p1
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,i=1
FR,context=Main:1,p1
FR,context=Main:1,p2
FW,context=int[]:2,0=2
VW,context=Main:1#run:1,p=1
VW,context=Main:1#run:1,i=2
FR,context=Main:1,p1
FR,context=Main:1,p2
FW,context=int[]:2,1=3
VW,context=Main:1#run:1,p=2
VW,context=Main:1#run:1,i=3
FR,context=Main:1,p1
FR,context=Main:1,p2
FW,context=int[]:2,2=4
VW,context=Main:1#run:1,p=3
VW,context=Main:1#run:1,i=4
FR,context=Main:1,p1
FR,context=Main:1,p2
FW,context=int[]:2,3=5
VW,context=Main:1#run:1,p=4
VW,context=Main:1#run:1,i=5
FR,context=Main:1,p1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=6
FR,context=Main:1,p1
VW,context=Main:1#run:1,j=3
VW,context=Main:1#run:1,i=7
FR,context=Main:1,p1
FR,context=Main:1,p2
FW,context=int[]:2,4=8
VW,context=Main:1#run:1,p=5
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=5>
VW,context=Main:1#run:1,card=0
VW,context=Main:1#run:1,cnt1=0
VW,context=Main:1#run:1,cnt2=0
VW,context=Main:1#run:1,flag=false
VW,context=Main:1#run:1,i=0
FR,context=Main:1,p1
FR,context=Main:1,p1
VW,context=Main:1#run:1,card=1
FR,context=Main:1,p1
FW,context=int[]:1,0=-1
FW,context=int[]:1,1=6
FW,context=int[]:1,2=7
FW,context=int[]:1,3=9
VW,context=Main:1#run:1,flag=true
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,i=0
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=0
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=1
VW,context=Main:1#run:1,i=1
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=1
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=2
VW,context=Main:1#run:1,i=2
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=2
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=3
VW,context=Main:1#run:1,i=3
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=3
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=4
VW,context=Main:1#run:1,i=4
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=4
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=5
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=11>
VW,context=Main:1#run:1,cnt1=0
VW,context=Main:1#run:1,cnt2=0
VW,context=Main:1#run:1,flag=false
VW,context=Main:1#run:1,i=0
FR,context=Main:1,p2
FR,context=Main:1,p2
VW,context=Main:1#run:1,card=2
FR,context=Main:1,p2
FW,context=int[]:2,0=-1
VW,context=Main:1#run:1,flag=true
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=12>
VW,context=Main:1#run:1,i=0
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=0
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=0
VW,context=Main:1#run:1,i=1
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=1
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=1
VW,context=Main:1#run:1,i=2
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=2
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=2
VW,context=Main:1#run:1,i=3
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=3
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=3
VW,context=Main:1#run:1,i=4
FR,context=Main:1,p1
VW,context=Main:1#run:1,cnt1=4
FR,context=Main:1,p2
VW,context=Main:1#run:1,cnt2=4
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=13>
VW,context=Main:1#run:1,cnt1=0
VW,context=Main:1#run:1,cnt2=0
VD,method=Main:1#run:1 <name=flag,type=boolean (id=2),value=<?>,index=9>
VW,context=Main:1#run:1,flag=false
VW,context=Main:1#run:1,i=0
FR,context=Main:1,p1
VW,context=Main:1#run:1,i=1
FR,context=Main:1,p1
FR,context=Main:1,p1
