TS,main (1)
MC,caller=SYSTEM,target=Main#<clinit>:1
FW,context=Main,sc=java.util.Scanner (id=362)
ME,returner=Main#<clinit>:1,value=<void>
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
FR,context=Main,sc
VW,context=Main#main:1,N=4
FR,context=Main,sc
VW,context=Main#main:1,M=3
NO,object=double[]:1
FW,context=double[]:1,0=0.0
FW,context=double[]:1,1=0.0
FW,context=double[]:1,2=0.0
FW,context=double[]:1,3=0.0
VW,context=Main#main:1,p=double[]:1
VW,context=Main#main:1,i=0
FR,context=Main,sc
VW,context=Main#main:1,p=double[]:1
VW,context=Main#main:1,i=1
FR,context=Main,sc
FW,context=double[]:1,1=0.25
VW,context=Main#main:1,p=double[]:1
VW,context=Main#main:1,i=2
FR,context=Main,sc
FW,context=double[]:1,2=0.5
VW,context=Main#main:1,p=double[]:1
VW,context=Main#main:1,i=3
FR,context=Main,sc
FW,context=double[]:1,3=0.6666666666666666
VW,context=Main#main:1,p=double[]:1
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
NO,object=double[][][]:1
NO,object=double[][]:1
NO,object=double[]:2
FW,context=double[]:2,0=0.0
FW,context=double[]:2,1=0.0
FW,context=double[]:2,2=0.0
FW,context=double[]:2,3=0.0
FW,context=double[][]:1,0=double[]:2
NO,object=double[]:3
FW,context=double[]:3,0=0.0
FW,context=double[]:3,1=0.0
FW,context=double[]:3,2=0.0
FW,context=double[]:3,3=0.0
FW,context=double[][]:1,1=double[]:3
NO,object=double[]:4
FW,context=double[]:4,0=0.0
FW,context=double[]:4,1=0.0
FW,context=double[]:4,2=0.0
FW,context=double[]:4,3=0.0
FW,context=double[][]:1,2=double[]:4
NO,object=double[]:5
FW,context=double[]:5,0=0.0
FW,context=double[]:5,1=0.0
FW,context=double[]:5,2=0.0
FW,context=double[]:5,3=0.0
FW,context=double[][]:1,3=double[]:5
FW,context=double[][][]:1,0=double[][]:1
NO,object=double[][]:2
NO,object=double[]:6
FW,context=double[]:6,0=0.0
FW,context=double[]:6,1=0.0
FW,context=double[]:6,2=0.0
FW,context=double[]:6,3=0.0
FW,context=double[][]:2,0=double[]:6
NO,object=double[]:7
FW,context=double[]:7,0=0.0
FW,context=double[]:7,1=0.0
FW,context=double[]:7,2=0.0
FW,context=double[]:7,3=0.0
FW,context=double[][]:2,1=double[]:7
NO,object=double[]:8
FW,context=double[]:8,0=0.0
