TS,main (1)
MC,caller=SYSTEM,target=Main#<clinit>:1
FW,context=Main,kbd=java.util.Scanner (id=362)
ME,returner=Main#<clinit>:1,value=<void>
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
FR,context=Main,kbd
FR,context=Main,kbd
VW,context=Main#main:1,n=4
FR,context=Main,kbd
VW,context=Main#main:1,m=2
MC,caller=Main#main:1,target=Main#solve:1
VW,context=Main#solve:1,m=2
VW,context=Main#solve:1,n=4
FR,context=Main,kbd
VW,context=Main#solve:1,r=10
VW,context=Main#solve:1,time=int[][1000] (id=364)
NO,object=Stack[]:1
FW,context=Stack[]:1,0=null
FW,context=Stack[]:1,1=null
FW,context=Stack[]:1,2=null
VW,context=Main#solve:1,in=Stack[]:1
VW,context=Main#solve:1,i=0
NO,object=Stack:1
MC,caller=Main#solve:1,target=Stack:1#Stack:1
VW,context=Stack:1#Stack:1,n=10
NO,object=java.lang.Object[]:1
FW,context=java.lang.Object[]:1,0=null
FW,context=java.lang.Object[]:1,1=null
FW,context=java.lang.Object[]:1,2=null
FW,context=java.lang.Object[]:1,3=null
FW,context=java.lang.Object[]:1,4=null
FW,context=java.lang.Object[]:1,5=null
FW,context=java.lang.Object[]:1,6=null
FW,context=java.lang.Object[]:1,7=null
FW,context=java.lang.Object[]:1,8=null
FW,context=java.lang.Object[]:1,9=null
FW,context=Stack:1,stack=java.lang.Object[]:1
FW,context=Stack:1,sp=0
ME,returner=Stack:1#Stack:1,value=<void>
FW,context=Stack[]:1,0=Stack:1
VW,context=Main#solve:1,in=Stack[]:1
VW,context=Main#solve:1,i=1
NO,object=Stack:2
MC,caller=Main#solve:1,target=Stack:2#Stack:2
VW,context=Stack:2#Stack:2,n=10
NO,object=java.lang.Object[]:2
FW,context=java.lang.Object[]:2,0=null
FW,context=java.lang.Object[]:2,1=null
FW,context=java.lang.Object[]:2,2=null
FW,context=java.lang.Object[]:2,3=null
FW,context=java.lang.Object[]:2,4=null
FW,context=java.lang.Object[]:2,5=null
FW,context=java.lang.Object[]:2,6=null
FW,context=java.lang.Object[]:2,7=null
FW,context=java.lang.Object[]:2,8=null
FW,context=java.lang.Object[]:2,9=null
FW,context=Stack:2,stack=java.lang.Object[]:2
FW,context=Stack:2,sp=0
ME,returner=Stack:2#Stack:2,value=<void>
FW,context=Stack[]:1,1=Stack:2
VW,context=Main#solve:1,in=Stack[]:1
VW,context=Main#solve:1,i=2
NO,object=Stack:3
MC,caller=Main#solve:1,target=Stack:3#Stack:3
VW,context=Stack:3#Stack:3,n=10
NO,object=java.lang.Object[]:3
FW,context=java.lang.Object[]:3,0=null
FW,context=java.lang.Object[]:3,1=null
FW,context=java.lang.Object[]:3,2=null
FW,context=java.lang.Object[]:3,3=null
FW,context=java.lang.Object[]:3,4=null
FW,context=java.lang.Object[]:3,5=null
FW,context=java.lang.Object[]:3,6=null
FW,context=java.lang.Object[]:3,7=null
FW,context=java.lang.Object[]:3,8=null
FW,context=java.lang.Object[]:3,9=null
FW,context=Stack:3,stack=java.lang.Object[]:3
