TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,__t__=1
FW,context=Main:1,__f__=0
FR,context=Main:1,__f__
FW,context=Main:1,__FILE_DEBUG_FLAG__=0
FW,context=Main:1,__DEBUG_FILE_NAME__=src/T1
FW,context=Main:1,MAX=1000000
FR,context=Main:1,MAX
FW,context=Main:1,A=int[1000000] (id=344)
FR,context=Main:1,MAX
FW,context=Main:1,B=int[1000000] (id=345)
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
FR,context=Main:1,__FILE_DEBUG_FLAG__
FR,context=Main:1,__t__
FW,context=Main:1,is=java.io.BufferedInputStream (id=346)
FR,context=Main:1,is
NO,object=Main$FastScanner:1
MC,caller=Main:1#run:1,target=Main$FastScanner:1#Main$FastScanner:1
VW,context=Main$FastScanner:1#Main$FastScanner:1,stream=java.io.BufferedInputStream (id=346)
FW,context=Main$FastScanner:1,buf=byte[1024] (id=350)
FW,context=Main$FastScanner:1,stream=java.io.BufferedInputStream (id=346)
ME,returner=Main$FastScanner:1#Main$FastScanner:1,value=<void>
FW,context=Main:1,in=Main$FastScanner:1
FW,context=Main:1,out=java.io.PrintWriter (id=351)
MC,caller=Main:1#run:1,target=Main:1#solve:1
FR,context=Main:1,in
MC,caller=Main:1#solve:1,target=Main$FastScanner:1#nextInt:1
MC,caller=Main$FastScanner:1#nextInt:1,target=Main$FastScanner:1#next:1
MC,caller=Main$FastScanner:1#next:1,target=Main$FastScanner:1#read:1
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,curChar
FR,context=Main$FastScanner:1,numChars
FW,context=Main$FastScanner:1,curChar=0
FR,context=Main$FastScanner:1,stream
FR,context=Main$FastScanner:1,buf
FW,context=Main$FastScanner:1,numChars=81
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,buf
FR,context=Main$FastScanner:1,curChar
FW,context=Main$FastScanner:1,curChar=1
VW,context=Main$FastScanner:1#read:1,result=50
ME,returner=Main$FastScanner:1#read:1,value=50
VW,context=Main$FastScanner:1#next:1,c=50
MC,caller=Main$FastScanner:1#next:1,target=Main$FastScanner:1#isSpaceChar:1
VW,context=Main$FastScanner:1#isSpaceChar:1,c=50
VW,context=Main$FastScanner:1#isSpaceChar:1,result=false
ME,returner=Main$FastScanner:1#isSpaceChar:1,value=false
VW,context=Main$FastScanner:1#next:1,res=java.lang.StringBuilder (id=353)
MC,caller=Main$FastScanner:1#next:1,target=Main$FastScanner:1#read:2
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,curChar
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,buf
FR,context=Main$FastScanner:1,curChar
FW,context=Main$FastScanner:1,curChar=2
VW,context=Main$FastScanner:1#read:2,result=13
ME,returner=Main$FastScanner:1#read:2,value=13
VW,context=Main$FastScanner:1#next:1,c=13
MC,caller=Main$FastScanner:1#next:1,target=Main$FastScanner:1#isSpaceChar:2
VW,context=Main$FastScanner:1#isSpaceChar:2,c=13
VW,context=Main$FastScanner:1#isSpaceChar:2,result=true
ME,returner=Main$FastScanner:1#isSpaceChar:2,value=true
VW,context=Main$FastScanner:1#next:1,result=2
ME,returner=Main$FastScanner:1#next:1,value=2
VW,context=Main$FastScanner:1#nextInt:1,result=2
ME,returner=Main$FastScanner:1#nextInt:1,value=2
VW,context=Main:1#solve:1,n=2
NO,object=Main$Swimmer[]:1
FW,context=Main$Swimmer[]:1,0=null
FW,context=Main$Swimmer[]:1,1=null
VW,context=Main:1#solve:1,swimmer=Main$Swimmer[]:1
VW,context=Main:1#solve:1,i=0
FR,context=Main:1,in
MC,caller=Main:1#solve:1,target=Main$FastScanner:1#nextInt:2
MC,caller=Main$FastScanner:1#nextInt:2,target=Main$FastScanner:1#next:2
MC,caller=Main$FastScanner:1#next:2,target=Main$FastScanner:1#read:3
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,curChar
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,buf
FR,context=Main$FastScanner:1,curChar
FW,context=Main$FastScanner:1,curChar=3
VW,context=Main$FastScanner:1#read:3,result=10
ME,returner=Main$FastScanner:1#read:3,value=10
VW,context=Main$FastScanner:1#next:2,c=10
MC,caller=Main$FastScanner:1#next:2,target=Main$FastScanner:1#isSpaceChar:3
VW,context=Main$FastScanner:1#isSpaceChar:3,c=10
VW,context=Main$FastScanner:1#isSpaceChar:3,result=true
ME,returner=Main$FastScanner:1#isSpaceChar:3,value=true
MC,caller=Main$FastScanner:1#next:2,target=Main$FastScanner:1#read:4
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,curChar
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,buf
FR,context=Main$FastScanner:1,curChar
FW,context=Main$FastScanner:1,curChar=4
VW,context=Main$FastScanner:1#read:4,result=49
ME,returner=Main$FastScanner:1#read:4,value=49
VW,context=Main$FastScanner:1#next:2,c=49
MC,caller=Main$FastScanner:1#next:2,target=Main$FastScanner:1#isSpaceChar:4
VW,context=Main$FastScanner:1#isSpaceChar:4,c=49
VW,context=Main$FastScanner:1#isSpaceChar:4,result=false
ME,returner=Main$FastScanner:1#isSpaceChar:4,value=false
VW,context=Main$FastScanner:1#next:2,res=java.lang.StringBuilder (id=360)
MC,caller=Main$FastScanner:1#next:2,target=Main$FastScanner:1#read:5
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,curChar
FR,context=Main$FastScanner:1,numChars
FR,context=Main$FastScanner:1,buf
