TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,stdin=java.util.Scanner (id=47)
VW,context=Main#main:1,input=6174
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
VW,context=Main#main:1,nums=int[]:1
VW,context=Main#main:1,i=0
FW,context=int[]:1,0=6
VW,context=Main#main:1,nums=int[]:1
VW,context=Main#main:1,i=1
FW,context=int[]:1,1=1
VW,context=Main#main:1,nums=int[]:1
VW,context=Main#main:1,i=2
FW,context=int[]:1,2=7
VW,context=Main#main:1,nums=int[]:1
VW,context=Main#main:1,i=3
FW,context=int[]:1,3=4
VW,context=Main#main:1,nums=int[]:1
MC,caller=Main#main:1,target=Main#sameAllNumber:1
VW,context=Main#sameAllNumber:1,nums=int[]:1
VW,context=Main#sameAllNumber:1,result=false
ME,returner=Main#sameAllNumber:1,value=false
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,count=0
MC,caller=Main#main:1,target=Main#is6174:1
VW,context=Main#is6174:1,nums=int[]:1
VW,context=Main#is6174:1,result=true
ME,returner=Main#is6174:1,value=true
VD,method=Main#main:1 <name=input,type=java.lang.String (id=25),value=0000,index=2>
VD,method=Main#main:1 <name=nums,type=int[] (id=77),value=<?>,index=3>
VD,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,input=2012
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
VW,context=Main#main:1,nums=int[]:2
VW,context=Main#main:1,i=0
FW,context=int[]:2,0=2
VW,context=Main#main:1,nums=int[]:2
VW,context=Main#main:1,i=1
VW,context=Main#main:1,nums=int[]:2
VW,context=Main#main:1,i=2
FW,context=int[]:2,2=1
VW,context=Main#main:1,nums=int[]:2
VW,context=Main#main:1,i=3
FW,context=int[]:2,3=2
VW,context=Main#main:1,nums=int[]:2
MC,caller=Main#main:1,target=Main#sameAllNumber:2
VW,context=Main#sameAllNumber:2,nums=int[]:2
VW,context=Main#sameAllNumber:2,result=false
ME,returner=Main#sameAllNumber:2,value=false
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,count=0
MC,caller=Main#main:1,target=Main#is6174:2
VW,context=Main#is6174:2,nums=int[]:2
VW,context=Main#is6174:2,result=false
ME,returner=Main#is6174:2,value=false
VW,context=Main#main:1,L=2210
VW,context=Main#main:1,S=122
VW,context=Main#main:1,diff=2088
FW,context=int[]:2,0=0
FW,context=int[]:2,1=1
FW,context=int[]:2,2=2
FW,context=int[]:2,3=8
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,2=8
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,1=0
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,0=2
VW,context=Main#main:1,nums=int[]:2
VW,context=Main#main:1,count=1
MC,caller=Main#main:1,target=Main#is6174:3
VW,context=Main#is6174:3,nums=int[]:2
VW,context=Main#is6174:3,result=false
ME,returner=Main#is6174:3,value=false
VD,method=Main#main:1 <name=L,type=int (id=7),value=<?>,index=6>
VD,method=Main#main:1 <name=S,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=diff,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,L=8820
VW,context=Main#main:1,S=288
VW,context=Main#main:1,diff=8532
FW,context=int[]:2,0=0
FW,context=int[]:2,1=2
FW,context=int[]:2,3=2
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,2=3
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,1=5
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,0=8
VW,context=Main#main:1,nums=int[]:2
VW,context=Main#main:1,count=2
MC,caller=Main#main:1,target=Main#is6174:4
VW,context=Main#is6174:4,nums=int[]:2
VW,context=Main#is6174:4,result=false
ME,returner=Main#is6174:4,value=false
VD,method=Main#main:1 <name=L,type=int (id=7),value=<?>,index=6>
VD,method=Main#main:1 <name=S,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=diff,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,L=8532
VW,context=Main#main:1,S=2358
VW,context=Main#main:1,diff=6174
FW,context=int[]:2,0=2
FW,context=int[]:2,1=3
FW,context=int[]:2,2=5
FW,context=int[]:2,3=4
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,2=7
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,1=1
VW,context=Main#main:1,nums=int[]:2
FW,context=int[]:2,0=6
VW,context=Main#main:1,nums=int[]:2
VW,context=Main#main:1,count=3
MC,caller=Main#main:1,target=Main#is6174:5
VW,context=Main#is6174:5,nums=int[]:2
VW,context=Main#is6174:5,result=true
ME,returner=Main#is6174:5,value=true
VD,method=Main#main:1 <name=L,type=int (id=7),value=<?>,index=6>
VD,method=Main#main:1 <name=S,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=diff,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=input,type=java.lang.String (id=25),value=0000,index=2>
VD,method=Main#main:1 <name=nums,type=int[] (id=77),value=<?>,index=3>
VD,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,input=3333
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[]:3,3=0
VW,context=Main#main:1,nums=int[]:3
VW,context=Main#main:1,i=0
FW,context=int[]:3,0=3
