TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=0111111
FW,context=java.lang.String[]:2,1=0000110
FW,context=java.lang.String[]:2,2=1011011
FW,context=java.lang.String[]:2,3=1001111
FW,context=java.lang.String[]:2,4=1100110
FW,context=java.lang.String[]:2,5=1101101
FW,context=java.lang.String[]:2,6=1111101
FW,context=java.lang.String[]:2,7=0100111
FW,context=java.lang.String[]:2,8=1111111
FW,context=java.lang.String[]:2,9=1101111
FW,context=Main:1,ptn=java.lang.String[]:2
ME,returner=Main:1#Main:1,value=<void>
VW,context=Main#main:1,m=Main:1
VW,context=Main#main:1,sc=java.util.Scanner (id=59)
FW,context=Main:1,now=0000000
VW,context=Main#main:1,n=3
VW,context=Main#main:1,i=0
VW,context=Main#main:1,num=0
FR,context=Main:1,now
MC,caller=Main#main:1,target=Main:1#makeDisplay:1
VW,context=Main:1#makeDisplay:1,to=0
VW,context=Main:1#makeDisplay:1,n=0000000
VW,context=Main:1#makeDisplay:1,result=
VW,context=Main:1#makeDisplay:1,i=0
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:1,result=0
VW,context=Main:1#makeDisplay:1,i=1
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:1,result=0
VW,context=Main:1#makeDisplay:1,result=01
VW,context=Main:1#makeDisplay:1,i=2
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:1,result=01
VW,context=Main:1#makeDisplay:1,result=011
VW,context=Main:1#makeDisplay:1,i=3
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:1,result=011
VW,context=Main:1#makeDisplay:1,result=0111
VW,context=Main:1#makeDisplay:1,i=4
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:1,result=0111
VW,context=Main:1#makeDisplay:1,result=01111
VW,context=Main:1#makeDisplay:1,i=5
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:1,result=01111
VW,context=Main:1#makeDisplay:1,result=011111
VW,context=Main:1#makeDisplay:1,i=6
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:1,result=011111
VW,context=Main:1#makeDisplay:1,result=0111111
VW,context=Main:1#makeDisplay:1,result=0111111
ME,returner=Main:1#makeDisplay:1,value=0111111
FR,context=Main:1,ptn
FW,context=Main:1,now=0111111
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,num=5
FR,context=Main:1,now
MC,caller=Main#main:1,target=Main:1#makeDisplay:2
VW,context=Main:1#makeDisplay:2,to=5
VW,context=Main:1#makeDisplay:2,n=0111111
VW,context=Main:1#makeDisplay:2,result=
VW,context=Main:1#makeDisplay:2,i=0
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:2,result=
VW,context=Main:1#makeDisplay:2,result=1
VW,context=Main:1#makeDisplay:2,i=1
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:2,result=10
VW,context=Main:1#makeDisplay:2,i=2
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:2,result=10
VW,context=Main:1#makeDisplay:2,result=101
VW,context=Main:1#makeDisplay:2,i=3
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:2,result=1010
VW,context=Main:1#makeDisplay:2,i=4
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:2,result=10100
VW,context=Main:1#makeDisplay:2,i=5
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:2,result=10100
VW,context=Main:1#makeDisplay:2,result=101001
VW,context=Main:1#makeDisplay:2,i=6
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:2,result=1010010
VW,context=Main:1#makeDisplay:2,result=1010010
ME,returner=Main:1#makeDisplay:2,value=1010010
FR,context=Main:1,ptn
FW,context=Main:1,now=1101101
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,num=1
FR,context=Main:1,now
MC,caller=Main#main:1,target=Main:1#makeDisplay:3
VW,context=Main:1#makeDisplay:3,to=1
VW,context=Main:1#makeDisplay:3,n=1101101
VW,context=Main:1#makeDisplay:3,result=
VW,context=Main:1#makeDisplay:3,i=0
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:3,result=
VW,context=Main:1#makeDisplay:3,result=1
VW,context=Main:1#makeDisplay:3,i=1
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:3,result=1
VW,context=Main:1#makeDisplay:3,result=11
VW,context=Main:1#makeDisplay:3,i=2
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:3,result=110
VW,context=Main:1#makeDisplay:3,i=3
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:3,result=110
VW,context=Main:1#makeDisplay:3,result=1101
VW,context=Main:1#makeDisplay:3,i=4
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:3,result=11010
VW,context=Main:1#makeDisplay:3,i=5
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:3,result=11010
VW,context=Main:1#makeDisplay:3,result=110101
VW,context=Main:1#makeDisplay:3,i=6
FR,context=Main:1,ptn
VW,context=Main:1#makeDisplay:3,result=110101
VW,context=Main:1#makeDisplay:3,result=1101011
VW,context=Main:1#makeDisplay:3,result=1101011
ME,returner=Main:1#makeDisplay:3,value=1101011
FR,context=Main:1,ptn
FW,context=Main:1,now=0000110
VD,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=5>
VD,method=Main#main:1 <name=n,type=int (id=7),value=<?>,index=3>
