TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
VW,context=Main#main:1,obj=Main:1
MC,caller=Main#main:1,target=Main:1#solve:1
VW,context=Main:1#solve:1,sc=java.util.Scanner (id=48)
FW,context=Main:1,niti=2
FR,context=Main:1,niti
VW,context=Main:1#solve:1,i=0
FW,context=Main:1,furo=100
FW,context=Main:1,puru=100
FW,context=Main:1,fken=1
FW,context=Main:1,pken=1
FR,context=Main:1,furo
FR,context=Main:1,fken
FR,context=Main:1,puru
FR,context=Main:1,pken
FW,context=Main:1,gokei=200
FR,context=Main:1,fken
FW,context=Main:1,fken=5
FR,context=Main:1,pken
FW,context=Main:1,pken=2
FR,context=Main:1,furo
FR,context=Main:1,fken
FR,context=Main:1,puru
FR,context=Main:1,pken
FW,context=Main:1,wgokei=560
FR,context=Main:1,gokei
FR,context=Main:1,wgokei
FR,context=Main:1,gokei
FR,context=Main:1,niti
VW,context=Main:1#solve:1,i=1
FW,context=Main:1,furo=1000
FW,context=Main:1,puru=500
FW,context=Main:1,fken=5
FW,context=Main:1,pken=2
FR,context=Main:1,furo
FR,context=Main:1,fken
FR,context=Main:1,puru
FR,context=Main:1,pken
FW,context=Main:1,gokei=6000
FR,context=Main:1,fken
FR,context=Main:1,pken
FR,context=Main:1,furo
FR,context=Main:1,fken
FR,context=Main:1,puru
FR,context=Main:1,pken
FW,context=Main:1,wgokei=4800
FR,context=Main:1,gokei
FR,context=Main:1,wgokei
FR,context=Main:1,wgokei
FR,context=Main:1,niti
ME,returner=Main:1#solve:1,value=<void>
ME,returner=Main#main:1,value=<void>
TE,
