TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,INF=268435456
FW,context=Main:1,EPS=1.0E-10
FW,context=Main:1,MAX=1000
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=31
FW,context=int[]:1,2=59
FW,context=int[]:1,3=90
FW,context=int[]:1,4=120
FW,context=int[]:1,5=151
FW,context=int[]:1,6=181
FW,context=int[]:1,7=212
FW,context=int[]:1,8=243
FW,context=int[]:1,9=273
FW,context=int[]:1,10=304
FW,context=int[]:1,11=334
FW,context=Main:1,month=int[]:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
VW,context=Main:1#run:1,sc=java.util.Scanner (id=366)
VW,context=Main:1#run:1,n=14
VW,context=Main:1#run:1,map=java.util.HashMap (id=367)
FR,context=Main:1,MAX
VW,context=Main:1#run:1,ans=int[1000] (id=368)
VW,context=Main:1#run:1,i=0
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=04
FW,context=java.lang.String[]:2,1=21
FW,context=java.lang.String[]:2,2=09
FW,context=java.lang.String[]:2,3=00
FW,context=java.lang.String[]:2,4=I
FW,context=java.lang.String[]:2,5=000
VW,context=Main:1#run:1,sp=java.lang.String[]:2
VW,context=Main:1#run:1,id=0
FR,context=Main:1,month
VW,context=Main:1#run:1,t=160380
VW,context=Main:1#run:1,i=1
VD,method=Main:1#run:1 <name=sp,type=java.lang.String[] (id=59),value=<?>,index=5>
VD,method=Main:1#run:1 <name=id,type=int (id=7),value=<?>,index=6>
VD,method=Main:1#run:1 <name=t,type=int (id=7),value=<?>,index=7>
NO,object=java.lang.String[]:3
FW,context=java.lang.String[]:3,0=04
FW,context=java.lang.String[]:3,1=21
FW,context=java.lang.String[]:3,2=09
FW,context=java.lang.String[]:3,3=00
FW,context=java.lang.String[]:3,4=I
FW,context=java.lang.String[]:3,5=001
VW,context=Main:1#run:1,sp=java.lang.String[]:3
VW,context=Main:1#run:1,id=1
FR,context=Main:1,month
VW,context=Main:1#run:1,t=160380
VW,context=Main:1#run:1,i=2
VD,method=Main:1#run:1 <name=sp,type=java.lang.String[] (id=59),value=<?>,index=5>
VD,method=Main:1#run:1 <name=id,type=int (id=7),value=<?>,index=6>
VD,method=Main:1#run:1 <name=t,type=int (id=7),value=<?>,index=7>
NO,object=java.lang.String[]:4
FW,context=java.lang.String[]:4,0=04
FW,context=java.lang.String[]:4,1=21
FW,context=java.lang.String[]:4,2=09
FW,context=java.lang.String[]:4,3=15
FW,context=java.lang.String[]:4,4=I
FW,context=java.lang.String[]:4,5=002
VW,context=Main:1#run:1,sp=java.lang.String[]:4
VW,context=Main:1#run:1,id=2
FR,context=Main:1,month
VW,context=Main:1#run:1,t=160395
VW,context=Main:1#run:1,i=3
VD,method=Main:1#run:1 <name=sp,type=java.lang.String[] (id=59),value=<?>,index=5>
VD,method=Main:1#run:1 <name=id,type=int (id=7),value=<?>,index=6>
VD,method=Main:1#run:1 <name=t,type=int (id=7),value=<?>,index=7>
NO,object=java.lang.String[]:5
FW,context=java.lang.String[]:5,0=04
FW,context=java.lang.String[]:5,1=21
FW,context=java.lang.String[]:5,2=09
FW,context=java.lang.String[]:5,3=30
FW,context=java.lang.String[]:5,4=O
FW,context=java.lang.String[]:5,5=001
VW,context=Main:1#run:1,sp=java.lang.String[]:5
VW,context=Main:1#run:1,id=1
FR,context=Main:1,month
VW,context=Main:1#run:1,t=160410
VW,context=Main:1#run:1,i=4
VD,method=Main:1#run:1 <name=sp,type=java.lang.String[] (id=59),value=<?>,index=5>
VD,method=Main:1#run:1 <name=id,type=int (id=7),value=<?>,index=8>
VD,method=Main:1#run:1 <name=t,type=int (id=7),value=<?>,index=9>
NO,object=java.lang.String[]:6
FW,context=java.lang.String[]:6,0=04
FW,context=java.lang.String[]:6,1=21
FW,context=java.lang.String[]:6,2=09
FW,context=java.lang.String[]:6,3=45
FW,context=java.lang.String[]:6,4=O
FW,context=java.lang.String[]:6,5=000
VW,context=Main:1#run:1,sp=java.lang.String[]:6
VW,context=Main:1#run:1,id=0
FR,context=Main:1,month
VW,context=Main:1#run:1,t=160425
VW,context=Main:1#run:1,entry=java.util.HashMap$Node (id=404)
VD,method=Main:1#run:1 <name=entry,type=java.util.Map$Entry (unresolved),value=<?>,index=10>
VW,context=Main:1#run:1,i=5
VD,method=Main:1#run:1 <name=sp,type=java.lang.String[] (id=59),value=<?>,index=5>
VD,method=Main:1#run:1 <name=id,type=int (id=7),value=<?>,index=8>
VD,method=Main:1#run:1 <name=t,type=int (id=7),value=<?>,index=9>
NO,object=java.lang.String[]:7
FW,context=java.lang.String[]:7,0=04
FW,context=java.lang.String[]:7,1=21
FW,context=java.lang.String[]:7,2=10
FW,context=java.lang.String[]:7,3=00
FW,context=java.lang.String[]:7,4=O
FW,context=java.lang.String[]:7,5=002
VW,context=Main:1#run:1,sp=java.lang.String[]:7
VW,context=Main:1#run:1,id=2
FR,context=Main:1,month
VW,context=Main:1#run:1,t=160440
VW,context=Main:1#run:1,i=6
VD,method=Main:1#run:1 <name=sp,type=java.lang.String[] (id=59),value=<?>,index=5>
VD,method=Main:1#run:1 <name=id,type=int (id=7),value=<?>,index=8>
VD,method=Main:1#run:1 <name=t,type=int (id=7),value=<?>,index=9>
NO,object=java.lang.String[]:8
FW,context=java.lang.String[]:8,0=04
FW,context=java.lang.String[]:8,1=28
FW,context=java.lang.String[]:8,2=09
FW,context=java.lang.String[]:8,3=00
FW,context=java.lang.String[]:8,4=I
FW,context=java.lang.String[]:8,5=003
