TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
VW,context=Main:1#run:1,scanner=java.util.Scanner (id=364)
VW,context=Main:1#run:1,n=3
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
VW,context=Main:1#run:1,k=int[]:1
NO,object=java.util.Map[]:1
FW,context=java.util.Map[]:1,0=null
FW,context=java.util.Map[]:1,1=null
FW,context=java.util.Map[]:1,2=null
VW,context=Main:1#run:1,tbl=java.util.Map[]:1
VW,context=Main:1#run:1,i=0
FW,context=java.util.Map[]:1,0=java.util.HashMap (id=368)
VW,context=Main:1#run:1,tbl=java.util.Map[]:1
VW,context=Main:1#run:1,i=1
FW,context=java.util.Map[]:1,1=java.util.HashMap (id=369)
VW,context=Main:1#run:1,tbl=java.util.Map[]:1
VW,context=Main:1#run:1,i=2
FW,context=java.util.Map[]:1,2=java.util.HashMap (id=370)
VW,context=Main:1#run:1,tbl=java.util.Map[]:1
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=4>
VW,context=Main:1#run:1,minPrice=java.util.HashMap (id=371)
NO,object=int[][]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
FW,context=int[][]:1,0=int[]:2
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[]:3,3=0
FW,context=int[][]:1,1=int[]:3
NO,object=int[]:4
FW,context=int[]:4,0=0
FW,context=int[]:4,1=0
FW,context=int[]:4,2=0
FW,context=int[]:4,3=0
FW,context=int[][]:1,2=int[]:4
NO,object=int[]:5
FW,context=int[]:5,0=0
FW,context=int[]:5,1=0
FW,context=int[]:5,2=0
FW,context=int[]:5,3=0
FW,context=int[][]:1,3=int[]:5
VW,context=Main:1#run:1,ad=int[][]:1
VW,context=Main:1#run:1,i=0
FW,context=int[]:1,0=3
VW,context=Main:1#run:1,k=int[]:1
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,b=apple
VW,context=Main:1#run:1,p=100
VW,context=Main:1#run:1,j=1
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,b=banana
VW,context=Main:1#run:1,p=200
VW,context=Main:1#run:1,j=2
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,b=egg
VW,context=Main:1#run:1,p=300
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,i=1
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=8>
FW,context=int[]:1,1=3
VW,context=Main:1#run:1,k=int[]:1
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,b=apple
VW,context=Main:1#run:1,p=150
VW,context=Main:1#run:1,j=1
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,b=banana
VW,context=Main:1#run:1,p=100
VW,context=Main:1#run:1,j=2
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,b=cola
VW,context=Main:1#run:1,p=200
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,i=2
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=8>
FW,context=int[]:1,2=3
VW,context=Main:1#run:1,k=int[]:1
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,b=apple
VW,context=Main:1#run:1,p=100
VW,context=Main:1#run:1,j=1
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,b=banana
VW,context=Main:1#run:1,p=150
VW,context=Main:1#run:1,j=2
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,b=cola
VW,context=Main:1#run:1,p=200
VD,method=Main:1#run:1 <name=b,type=java.lang.String (id=25),value=<?>,index=9>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=10>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=8>
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=7>
VW,context=Main:1#run:1,q=3
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=null
FW,context=java.lang.String[]:2,1=null
FW,context=java.lang.String[]:2,2=null
VW,context=Main:1#run:1,req=java.lang.String[]:2
VW,context=Main:1#run:1,i=0
FW,context=java.lang.String[]:2,0=apple
VW,context=Main:1#run:1,req=java.lang.String[]:2
VW,context=Main:1#run:1,i=1
FW,context=java.lang.String[]:2,1=banana
VW,context=Main:1#run:1,req=java.lang.String[]:2
VW,context=Main:1#run:1,i=2
