TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=47)
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=AAA
FW,context=java.lang.String[]:2,1=AA
FW,context=java.lang.String[]:2,2=A
FW,context=java.lang.String[]:2,3=B
FW,context=java.lang.String[]:2,4=C
FW,context=java.lang.String[]:2,5=D
FW,context=java.lang.String[]:2,6=E
VW,context=Main#main:1,r=java.lang.String[]:2
NO,object=double[]:1
FW,context=double[]:1,0=35.5
FW,context=double[]:1,1=37.5
FW,context=double[]:1,2=40.0
FW,context=double[]:1,3=43.0
FW,context=double[]:1,4=50.0
FW,context=double[]:1,5=55.0
FW,context=double[]:1,6=70.0
VW,context=Main#main:1,m1=double[]:1
NO,object=double[]:2
FW,context=double[]:2,0=71.0
FW,context=double[]:2,1=77.0
FW,context=double[]:2,2=83.0
FW,context=double[]:2,3=89.0
FW,context=double[]:2,4=105.0
FW,context=double[]:2,5=116.0
FW,context=double[]:2,6=148.0
VW,context=Main#main:1,m2=double[]:2
VW,context=Main#main:1,a=40.0
VW,context=Main#main:1,b=70.0
VW,context=Main#main:1,i=0
VW,context=Main#main:1,i=1
VW,context=Main#main:1,i=2
VW,context=Main#main:1,i=3
VD,method=Main#main:1 <name=a,type=double (id=5),value=72.5,index=5>
VD,method=Main#main:1 <name=b,type=double (id=5),value=140.51,index=6>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
VW,context=Main#main:1,a=72.5
VW,context=Main#main:1,b=140.51
VW,context=Main#main:1,i=0
VW,context=Main#main:1,i=1
VW,context=Main#main:1,i=2
VW,context=Main#main:1,i=3
VW,context=Main#main:1,i=4
VW,context=Main#main:1,i=5
VW,context=Main#main:1,i=6
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
ME,returner=Main#main:1,value=<void>
TE,
