TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,scan=java.util.Scanner (id=363)
VW,context=Main#main:1,n=3
VW,context=Main#main:1,p=2
VW,context=Main#main:1,mem=0
VW,context=Main#main:1,b=0
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,i=0
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,i=1
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,i=2
VW,context=Main#main:1,a=int[]:1
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
FW,context=int[]:1,0=1
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,p=1
VW,context=Main#main:1,mem=1
VW,context=Main#main:1,b=1
FW,context=int[]:1,1=1
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,p=0
VW,context=Main#main:1,mem=2
VW,context=Main#main:1,b=2
VW,context=Main#main:1,p=0
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,b=3
VW,context=Main#main:1,b=0
VW,context=Main#main:1,p=1
FW,context=int[]:1,0=0
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,mem=1
VW,context=Main#main:1,b=1
FW,context=int[]:1,1=2
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,p=0
VW,context=Main#main:1,b=2
VW,context=Main#main:1,b=1
VD,method=Main#main:1 <name=n,type=int (id=7),value=10,index=2>
VD,method=Main#main:1 <name=p,type=int (id=7),value=9,index=3>
VD,method=Main#main:1 <name=mem,type=int (id=7),value=6,index=4>
VD,method=Main#main:1 <name=b,type=int (id=7),value=1,index=5>
VD,method=Main#main:1 <name=a,type=int[] (id=77),value=int[]:4,index=6>
VW,context=Main#main:1,n=3
VW,context=Main#main:1,p=3
VW,context=Main#main:1,mem=0
VW,context=Main#main:1,b=0
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,i=0
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,i=1
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,i=2
VW,context=Main#main:1,a=int[]:2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
FW,context=int[]:2,0=1
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=2
VW,context=Main#main:1,mem=1
VW,context=Main#main:1,b=1
FW,context=int[]:2,1=1
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=1
VW,context=Main#main:1,mem=2
VW,context=Main#main:1,b=2
FW,context=int[]:2,2=1
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=0
VW,context=Main#main:1,mem=3
VW,context=Main#main:1,b=3
VW,context=Main#main:1,b=0
VW,context=Main#main:1,p=1
FW,context=int[]:2,0=0
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,mem=2
VW,context=Main#main:1,b=1
FW,context=int[]:2,1=2
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=0
VW,context=Main#main:1,b=2
VW,context=Main#main:1,p=1
FW,context=int[]:2,2=0
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,mem=1
VW,context=Main#main:1,b=3
VW,context=Main#main:1,b=0
FW,context=int[]:2,0=1
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=0
VW,context=Main#main:1,mem=2
VW,context=Main#main:1,b=1
VW,context=Main#main:1,p=2
FW,context=int[]:2,1=0
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,mem=1
VW,context=Main#main:1,b=2
FW,context=int[]:2,2=1
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=1
VW,context=Main#main:1,mem=2
VW,context=Main#main:1,b=3
VW,context=Main#main:1,b=0
FW,context=int[]:2,0=2
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=0
VW,context=Main#main:1,b=1
VW,context=Main#main:1,p=0
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,b=2
VW,context=Main#main:1,p=1
FW,context=int[]:2,2=0
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,mem=1
VW,context=Main#main:1,b=3
VW,context=Main#main:1,b=0
FW,context=int[]:2,0=3
VW,context=Main#main:1,a=int[]:2
VW,context=Main#main:1,p=0
VW,context=Main#main:1,b=1
VW,context=Main#main:1,b=0
VD,method=Main#main:1 <name=n,type=int (id=7),value=10,index=2>
VD,method=Main#main:1 <name=p,type=int (id=7),value=9,index=3>
VD,method=Main#main:1 <name=mem,type=int (id=7),value=6,index=4>
VD,method=Main#main:1 <name=b,type=int (id=7),value=1,index=5>
VD,method=Main#main:1 <name=a,type=int[] (id=77),value=int[]:4,index=6>
VW,context=Main#main:1,n=3
VW,context=Main#main:1,p=50
VW,context=Main#main:1,mem=0
VW,context=Main#main:1,b=0
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
VW,context=Main#main:1,a=int[]:3
VW,context=Main#main:1,i=0
VW,context=Main#main:1,a=int[]:3
VW,context=Main#main:1,i=1
VW,context=Main#main:1,a=int[]:3
VW,context=Main#main:1,i=2
VW,context=Main#main:1,a=int[]:3
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
FW,context=int[]:3,0=1
VW,context=Main#main:1,a=int[]:3
VW,context=Main#main:1,p=49
VW,context=Main#main:1,mem=1
VW,context=Main#main:1,b=1
FW,context=int[]:3,1=1
