TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=47)
VW,context=Main#main:1,tmpsu=4
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
VW,context=Main#main:1,iki_tra=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
VW,context=Main#main:1,kae_tra=int[]:2
VW,context=Main#main:1,iki_toutatuka=0
VW,context=Main#main:1,kae_toutatuka=0
VW,context=Main#main:1,i=0
FW,context=int[]:1,0=20
VW,context=Main#main:1,iki_tra=int[]:1
FW,context=int[]:2,3=20
VW,context=Main#main:1,kae_tra=int[]:2
VW,context=Main#main:1,i=1
FW,context=int[]:1,1=5
VW,context=Main#main:1,iki_tra=int[]:1
FW,context=int[]:2,2=5
VW,context=Main#main:1,kae_tra=int[]:2
VW,context=Main#main:1,i=2
FW,context=int[]:1,2=10
VW,context=Main#main:1,iki_tra=int[]:1
FW,context=int[]:2,1=10
VW,context=Main#main:1,kae_tra=int[]:2
VW,context=Main#main:1,i=3
FW,context=int[]:1,3=1
VW,context=Main#main:1,iki_tra=int[]:1
FW,context=int[]:2,0=1
VW,context=Main#main:1,kae_tra=int[]:2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
VW,context=Main#main:1,i=0
VW,context=Main#main:1,tmp=20
VW,context=Main#main:1,iki_toutatuka=20
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=tmp,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,tmp=15
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=tmp,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,tmp=30
VW,context=Main#main:1,iki_toutatuka=30
VW,context=Main#main:1,i=3
VD,method=Main#main:1 <name=tmp,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,tmp=31
VW,context=Main#main:1,iki_toutatuka=31
VD,method=Main#main:1 <name=tmp,type=int (id=7),value=<?>,index=9>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,i=0
VW,context=Main#main:1,tmp=1
VW,context=Main#main:1,kae_toutatuka=1
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=tmp,type=int (id=7),value=<?>,index=11>
Exception Throw,exception=null,thrower=Main#main:1,framePopped=true
TE,
