TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main$MyScanner:1
MC,caller=Main#main:1,target=Main$MyScanner:1#Main$MyScanner:1
FW,context=Main$MyScanner:1,br=java.io.BufferedReader (id=345)
ME,returner=Main$MyScanner:1#Main$MyScanner:1,value=<void>
VW,context=Main#main:1,sc=Main$MyScanner:1
FW,context=Main,out=java.io.PrintWriter (id=346)
MC,caller=Main#main:1,target=Main$MyScanner:1#nextInt:1
MC,caller=Main$MyScanner:1#nextInt:1,target=Main$MyScanner:1#next:1
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,br
FW,context=Main$MyScanner:1,st=java.util.StringTokenizer (id=348)
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
VW,context=Main$MyScanner:1#next:1,result=4
ME,returner=Main$MyScanner:1#next:1,value=4
VW,context=Main$MyScanner:1#nextInt:1,result=4
ME,returner=Main$MyScanner:1#nextInt:1,value=4
VW,context=Main#main:1,n=4
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
VW,context=Main#main:1,a=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
VW,context=Main#main:1,b=int[]:2
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[]:3,3=0
FW,context=int[]:3,4=0
FW,context=int[]:3,5=0
FW,context=int[]:3,6=0
FW,context=int[]:3,7=0
VW,context=Main#main:1,p2=int[]:3
VW,context=Main#main:1,i=0
MC,caller=Main#main:1,target=Main$MyScanner:1#nextInt:2
MC,caller=Main$MyScanner:1#nextInt:2,target=Main$MyScanner:1#next:2
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,br
FW,context=Main$MyScanner:1,st=java.util.StringTokenizer (id=353)
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
VW,context=Main$MyScanner:1#next:2,result=1
ME,returner=Main$MyScanner:1#next:2,value=1
VW,context=Main$MyScanner:1#nextInt:2,result=1
ME,returner=Main$MyScanner:1#nextInt:2,value=1
FW,context=int[]:1,0=1
VW,context=Main#main:1,a=int[]:1
MC,caller=Main#main:1,target=Main$MyScanner:1#nextInt:3
MC,caller=Main$MyScanner:1#nextInt:3,target=Main$MyScanner:1#next:3
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
VW,context=Main$MyScanner:1#next:3,result=3
ME,returner=Main$MyScanner:1#next:3,value=3
VW,context=Main$MyScanner:1#nextInt:3,result=3
ME,returner=Main$MyScanner:1#nextInt:3,value=3
FW,context=int[]:2,0=3
VW,context=Main#main:1,b=int[]:2
FW,context=int[]:3,0=3
VW,context=Main#main:1,p2=int[]:3
FW,context=int[]:3,1=6
VW,context=Main#main:1,p2=int[]:3
VW,context=Main#main:1,i=1
MC,caller=Main#main:1,target=Main$MyScanner:1#nextInt:4
MC,caller=Main$MyScanner:1#nextInt:4,target=Main$MyScanner:1#next:4
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,br
FW,context=Main$MyScanner:1,st=java.util.StringTokenizer (id=356)
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
VW,context=Main$MyScanner:1#next:4,result=1
ME,returner=Main$MyScanner:1#next:4,value=1
VW,context=Main$MyScanner:1#nextInt:4,result=1
ME,returner=Main$MyScanner:1#nextInt:4,value=1
FW,context=int[]:1,1=1
VW,context=Main#main:1,a=int[]:1
MC,caller=Main#main:1,target=Main$MyScanner:1#nextInt:5
MC,caller=Main$MyScanner:1#nextInt:5,target=Main$MyScanner:1#next:5
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
VW,context=Main$MyScanner:1#next:5,result=3
ME,returner=Main$MyScanner:1#next:5,value=3
VW,context=Main$MyScanner:1#nextInt:5,result=3
ME,returner=Main$MyScanner:1#nextInt:5,value=3
FW,context=int[]:2,1=3
VW,context=Main#main:1,b=int[]:2
FW,context=int[]:3,2=3
VW,context=Main#main:1,p2=int[]:3
FW,context=int[]:3,3=6
VW,context=Main#main:1,p2=int[]:3
VW,context=Main#main:1,i=2
MC,caller=Main#main:1,target=Main$MyScanner:1#nextInt:6
MC,caller=Main$MyScanner:1#nextInt:6,target=Main$MyScanner:1#next:6
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,br
FW,context=Main$MyScanner:1,st=java.util.StringTokenizer (id=359)
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
VW,context=Main$MyScanner:1#next:6,result=3
ME,returner=Main$MyScanner:1#next:6,value=3
VW,context=Main$MyScanner:1#nextInt:6,result=3
ME,returner=Main$MyScanner:1#nextInt:6,value=3
FW,context=int[]:1,2=3
VW,context=Main#main:1,a=int[]:1
MC,caller=Main#main:1,target=Main$MyScanner:1#nextInt:7
MC,caller=Main$MyScanner:1#nextInt:7,target=Main$MyScanner:1#next:7
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
FR,context=Main$MyScanner:1,st
VW,context=Main$MyScanner:1#next:7,result=6
ME,returner=Main$MyScanner:1#next:7,value=6
VW,context=Main$MyScanner:1#nextInt:7,result=6
