TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,sc=java.util.Scanner (id=48)
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
FR,context=Main:1,sc
FR,context=Main:1,sc
FW,context=Main:1,t=6
FR,context=Main:1,t
FR,context=Main:1,t
FW,context=Main:1,t=5
FR,context=Main:1,sc
FR,context=Main:1,sc
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,sum
FW,context=Main:1,ans=1800
FR,context=Main:1,ans
FR,context=Main:1,ans
FR,context=Main:1,t
FR,context=Main:1,t
FW,context=Main:1,t=4
FR,context=Main:1,sc
FR,context=Main:1,sc
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,sum
FW,context=Main:1,ans=10000000000000000000000000000000000000000
FR,context=Main:1,ans
FR,context=Main:1,ans
FR,context=Main:1,t
FR,context=Main:1,t
FW,context=Main:1,t=3
FR,context=Main:1,sc
FR,context=Main:1,sc
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,sum
FW,context=Main:1,ans=100000000000000000000000000000000000000000000000000000000000000000000000000000000
FR,context=Main:1,ans
FR,context=Main:1,t
FR,context=Main:1,t
FW,context=Main:1,t=2
FR,context=Main:1,sc
FR,context=Main:1,sc
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,sum
FW,context=Main:1,ans=99999999999999999999999999999999999999999999999999999999999999999999999999999999
FR,context=Main:1,ans
FR,context=Main:1,ans
FR,context=Main:1,t
FR,context=Main:1,t
FW,context=Main:1,t=1
FR,context=Main:1,sc
FR,context=Main:1,sc
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,sum
FW,context=Main:1,ans=100000000000000000000000000000000000000000000000000000000000000000000000000000001
FR,context=Main:1,ans
FR,context=Main:1,t
FR,context=Main:1,t
FW,context=Main:1,t=0
FR,context=Main:1,sc
FR,context=Main:1,sc
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,sum
FW,context=Main:1,ans=200000000000000000000000000000000000000000000000000000000000000000000000000000000
FR,context=Main:1,ans
FR,context=Main:1,t
FR,context=Main:1,sc
