TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,sc=java.util.Scanner (id=49)
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
NO,object=Node:1
MC,caller=Main:1#run:1,target=Node:1#Node:1
VW,context=Node:1#Node:1,c=A
FW,context=Node:1,city=
FW,context=Node:1,city=A
ME,returner=Node:1#Node:1,value=<void>
VW,context=Main:1#run:1,a=Node:1
NO,object=Node:2
MC,caller=Main:1#run:1,target=Node:2#Node:2
VW,context=Node:2#Node:2,c=X
FW,context=Node:2,city=
FW,context=Node:2,city=X
ME,returner=Node:2#Node:2,value=<void>
VW,context=Main:1#run:1,x=Node:2
NO,object=Node:3
MC,caller=Main:1#run:1,target=Node:3#Node:3
VW,context=Node:3#Node:3,c=Y
FW,context=Node:3,city=
FW,context=Node:3,city=Y
ME,returner=Node:3#Node:3,value=<void>
VW,context=Main:1#run:1,y=Node:3
NO,object=Node:4
MC,caller=Main:1#run:1,target=Node:4#Node:4
VW,context=Node:4#Node:4,c=Z
FW,context=Node:4,city=
FW,context=Node:4,city=Z
ME,returner=Node:4#Node:4,value=<void>
VW,context=Main:1#run:1,z=Node:4
NO,object=Node:5
MC,caller=Main:1#run:1,target=Node:5#Node:5
VW,context=Node:5#Node:5,c=W
FW,context=Node:5,city=
FW,context=Node:5,city=W
ME,returner=Node:5#Node:5,value=<void>
VW,context=Main:1#run:1,w=Node:5
NO,object=Node:6
MC,caller=Main:1#run:1,target=Node:6#Node:6
VW,context=Node:6#Node:6,c=B
FW,context=Node:6,city=
FW,context=Node:6,city=B
ME,returner=Node:6#Node:6,value=<void>
VW,context=Main:1#run:1,b=Node:6
NO,object=Node:7
MC,caller=Main:1#run:1,target=Node:7#Node:7
VW,context=Node:7#Node:7,c=D
FW,context=Node:7,city=
FW,context=Node:7,city=D
ME,returner=Node:7#Node:7,value=<void>
VW,context=Main:1#run:1,desert=Node:7
FW,context=Node:1,zero=Node:2
FW,context=Node:1,one=Node:3
FW,context=Node:2,zero=Node:7
FW,context=Node:2,one=Node:4
FW,context=Node:4,one=Node:6
FW,context=Node:4,zero=Node:5
FW,context=Node:5,zero=Node:6
FW,context=Node:5,one=Node:3
FW,context=Node:3,zero=Node:2
FW,context=Node:3,one=Node:7
FW,context=Node:6,one=Node:2
FW,context=Node:6,zero=Node:3
FR,context=Main:1,sc
VW,context=Main:1#run:1,r=0100
VW,context=Main:1#run:1,now=Node:1
VW,context=Main:1#run:1,i=0
FR,context=Node:1,zero
VW,context=Main:1#run:1,now=Node:2
FR,context=Node:2,city
VW,context=Main:1#run:1,i=1
FR,context=Node:2,one
VW,context=Main:1#run:1,now=Node:4
FR,context=Node:4,city
VW,context=Main:1#run:1,i=2
FR,context=Node:4,zero
VW,context=Main:1#run:1,now=Node:5
FR,context=Node:5,city
VW,context=Main:1#run:1,i=3
FR,context=Node:5,zero
VW,context=Main:1#run:1,now=Node:6
FR,context=Node:6,city
FR,context=Node:6,city
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=9>
FR,context=Main:1,sc
VW,context=Main:1#run:1,r=0101
VD,method=Main:1#run:1 <name=now,type=Node (id=96),value=<?>,index=8>
VW,context=Main:1#run:1,now=Node:1
VW,context=Main:1#run:1,i=0
FR,context=Node:1,zero
VW,context=Main:1#run:1,now=Node:2
FR,context=Node:2,city
VW,context=Main:1#run:1,i=1
FR,context=Node:2,one
VW,context=Main:1#run:1,now=Node:4
FR,context=Node:4,city
VW,context=Main:1#run:1,i=2
FR,context=Node:4,zero
VW,context=Main:1#run:1,now=Node:5
FR,context=Node:5,city
VW,context=Main:1#run:1,i=3
FR,context=Node:5,one
VW,context=Main:1#run:1,now=Node:3
FR,context=Node:3,city
FR,context=Node:3,city
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=9>
VD,method=Main:1#run:1 <name=r,type=java.lang.String (id=25),value=#,index=7>
VD,method=Main:1#run:1 <name=now,type=Node (id=96),value=<?>,index=8>
FR,context=Main:1,sc
VW,context=Main:1#run:1,r=10100
VW,context=Main:1#run:1,now=Node:1
VW,context=Main:1#run:1,i=0
FR,context=Node:1,one
VW,context=Main:1#run:1,now=Node:3
FR,context=Node:3,city
VW,context=Main:1#run:1,i=1
FR,context=Node:3,zero
VW,context=Main:1#run:1,now=Node:2
FR,context=Node:2,city
VW,context=Main:1#run:1,i=2
FR,context=Node:2,one
VW,context=Main:1#run:1,now=Node:4
FR,context=Node:4,city
VW,context=Main:1#run:1,i=3
FR,context=Node:4,zero
VW,context=Main:1#run:1,now=Node:5
FR,context=Node:5,city
VW,context=Main:1#run:1,i=4
FR,context=Node:5,zero
VW,context=Main:1#run:1,now=Node:6
FR,context=Node:6,city
FR,context=Node:6,city
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=9>
FR,context=Main:1,sc
VW,context=Main:1#run:1,r=01000
VD,method=Main:1#run:1 <name=now,type=Node (id=96),value=<?>,index=8>
VW,context=Main:1#run:1,now=Node:1
VW,context=Main:1#run:1,i=0
FR,context=Node:1,zero
VW,context=Main:1#run:1,now=Node:2
FR,context=Node:2,city
VW,context=Main:1#run:1,i=1
FR,context=Node:2,one
VW,context=Main:1#run:1,now=Node:4
FR,context=Node:4,city
VW,context=Main:1#run:1,i=2
FR,context=Node:4,zero
VW,context=Main:1#run:1,now=Node:5
FR,context=Node:5,city
VW,context=Main:1#run:1,i=3
FR,context=Node:5,zero
VW,context=Main:1#run:1,now=Node:6
FR,context=Node:6,city
VW,context=Main:1#run:1,i=4
