TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=363)
VW,context=Main#main:1,n=5
VW,context=Main#main:1,queue=java.util.PriorityQueue (id=364)
VW,context=Main#main:1,tree=java.util.TreeSet (id=367)
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=int[]:1,4=0
VW,context=Main#main:1,arr=int[]:1
FW,context=int[]:1,0=5
VW,context=Main#main:1,arr=int[]:1
NO,object=Main$Prob:1
MC,caller=Main#main:1,target=Main$Prob:1#Main$Prob:1
VW,context=Main$Prob:1#Main$Prob:1,array=int[]:1
FW,context=Main$Prob:1,array=int[]:1
ME,returner=Main$Prob:1#Main$Prob:1,value=<void>
VW,context=Main#main:1,pro=Main$Prob:1
MC,caller=Main#main:1,target=Ljava/util/TreeSet;.add(Ljava/lang/Object;)
MC,caller=Ljava/util/TreeSet;.add(Ljava/lang/Object;),target=Ljava/util/TreeSet;.add(Ljava/lang/Object;)
MC,caller=Ljava/util/TreeSet;.add(Ljava/lang/Object;),target=Ljava/util/TreeMap;.put(Ljava/lang/Object;Ljava/lang/Object;)
MC,caller=Ljava/util/TreeMap;.put(Ljava/lang/Object;Ljava/lang/Object;),target=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;)
ME,returner=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;),value=<void>
ME,returner=Ljava/util/TreeMap;.put(Ljava/lang/Object;Ljava/lang/Object;),value=<void>
ME,returner=Ljava/util/TreeSet;.add(Ljava/lang/Object;),value=<void>
MC,caller=Ljava/util/TreeSet;.add(Ljava/lang/Object;),target=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;)
MC,caller=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;),target=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;)
MC,caller=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;),target=LMain$Prob;.compareTo(Ljava/lang/Object;) <BRIDGE>
MC,caller=LMain$Prob;.compareTo(Ljava/lang/Object;) <BRIDGE>,target=Main$Prob:1#compareTo:1
VW,context=Main$Prob:1#compareTo:1,arg0=Main$Prob:1
FR,context=Main$Prob:1,array
VW,context=Main$Prob:1#compareTo:1,i=0
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
VW,context=Main$Prob:1#compareTo:1,i=1
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
VW,context=Main$Prob:1#compareTo:1,i=2
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
VW,context=Main$Prob:1#compareTo:1,i=3
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
VW,context=Main$Prob:1#compareTo:1,i=4
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
VW,context=Main$Prob:1#compareTo:1,result=0
ME,returner=Main$Prob:1#compareTo:1,value=0
ME,returner=LMain$Prob;.compareTo(Ljava/lang/Object;) <BRIDGE>,value=<void>
ME,returner=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;),value=<void>
ME,returner=Ljava/util/TreeMap;.compare(Ljava/lang/Object;Ljava/lang/Object;),value=<void>
ME,returner=Ljava/util/TreeSet;.add(Ljava/lang/Object;),value=<void>
VW,context=Main#main:1,pre_p=-1
VW,context=Main#main:1,i=4
FR,context=Main$Prob:1,array
VW,context=Main#main:1,i=3
FR,context=Main$Prob:1,array
VW,context=Main#main:1,i=2
FR,context=Main$Prob:1,array
VW,context=Main#main:1,i=1
FR,context=Main$Prob:1,array
VW,context=Main#main:1,i=0
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
VW,context=Main#main:1,pre=-1
VW,context=Main#main:1,j=1
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
NO,object=int[]:2
FW,context=int[]:2,0=5
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
FW,context=int[]:2,4=0
VW,context=Main#main:1,tmp=int[]:2
FW,context=int[]:2,0=4
VW,context=Main#main:1,tmp=int[]:2
FW,context=int[]:2,1=1
VW,context=Main#main:1,tmp=int[]:2
NO,object=Main$Prob:2
MC,caller=Main#main:1,target=Main$Prob:2#Main$Prob:2
VW,context=Main$Prob:2#Main$Prob:2,array=int[]:2
FW,context=Main$Prob:2,array=int[]:2
ME,returner=Main$Prob:2#Main$Prob:2,value=<void>
FR,context=Main$Prob:1,array
VW,context=Main#main:1,pre=0
VD,method=Main#main:1 <name=tmp,type=int[] (id=77),value=<?>,index=11>
VW,context=Main#main:1,j=2
FR,context=Main$Prob:1,array
VW,context=Main#main:1,j=3
FR,context=Main$Prob:1,array
VW,context=Main#main:1,j=4
FR,context=Main$Prob:1,array
FR,context=Main$Prob:1,array
VW,context=Main#main:1,pre_p=5
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VD,method=Main#main:1 <name=pre,type=int (id=7),value=<?>,index=9>
