TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
VW,context=Main:1#run:1,sc=java.util.Scanner (id=365)
VW,context=Main:1#run:1,n=6
VW,context=Main:1#run:1,id=0
VW,context=Main:1#run:1,ref=java.util.HashMap (id=366)
NO,object=Main$R[]:1
FW,context=Main$R[]:1,0=null
FW,context=Main$R[]:1,1=null
FW,context=Main$R[]:1,2=null
FW,context=Main$R[]:1,3=null
FW,context=Main$R[]:1,4=null
FW,context=Main$R[]:1,5=null
FW,context=Main$R[]:1,6=null
FW,context=Main$R[]:1,7=null
FW,context=Main$R[]:1,8=null
FW,context=Main$R[]:1,9=null
FW,context=Main:1,c=Main$R[]:1
VW,context=Main:1#run:1,n=5
VW,context=Main:1#run:1,name=Blizid
NO,object=Main$R:1
MC,caller=Main:1#run:1,target=Main$R:1#Main$R:1
VW,context=Main$R:1#Main$R:1,id=0
FW,context=Main$R:1,id=0
FW,context=Main$R:1,l=java.util.ArrayList (id=373)
FW,context=Main$R:1,u=false
FW,context=Main$R:1,color=0
ME,returner=Main$R:1#Main$R:1,value=<void>
VW,context=Main:1#run:1,r=Main$R:1
FR,context=Main:1,c
VW,context=Main:1#run:1,id=1
VW,context=Main:1#run:1,sx=0
VW,context=Main:1#run:1,sy=0
VW,context=Main:1#run:1,px=0
VW,context=Main:1#run:1,py=0
VW,context=Main:1#run:1,x=60
VW,context=Main:1#run:1,y=0
FR,context=Main$R:1,l
NO,object=Main$L:1
MC,caller=Main:1#run:1,target=Main$L:1#Main$L:1
VW,context=Main$L:1#Main$L:1,y2=0
VW,context=Main$L:1#Main$L:1,x2=60
VW,context=Main$L:1#Main$L:1,y1=0
VW,context=Main$L:1#Main$L:1,x1=0
FW,context=Main$L:1,x1=0
FW,context=Main$L:1,y1=0
FW,context=Main$L:1,x2=60
FW,context=Main$L:1,y2=0
ME,returner=Main$L:1#Main$L:1,value=<void>
VW,context=Main:1#run:1,px=60
VD,method=Main:1#run:1 <name=x,type=int (id=7),value=-1,index=10>
VW,context=Main:1#run:1,x=60
VD,method=Main:1#run:1 <name=y,type=int (id=7),value=0,index=11>
VW,context=Main:1#run:1,y=60
FR,context=Main$R:1,l
NO,object=Main$L:2
MC,caller=Main:1#run:1,target=Main$L:2#Main$L:2
VW,context=Main$L:2#Main$L:2,y2=60
VW,context=Main$L:2#Main$L:2,x2=60
VW,context=Main$L:2#Main$L:2,y1=0
VW,context=Main$L:2#Main$L:2,x1=60
FW,context=Main$L:2,x1=60
FW,context=Main$L:2,y1=0
FW,context=Main$L:2,x2=60
FW,context=Main$L:2,y2=60
ME,returner=Main$L:2#Main$L:2,value=<void>
VW,context=Main:1#run:1,py=60
VD,method=Main:1#run:1 <name=x,type=int (id=7),value=-1,index=10>
VW,context=Main:1#run:1,x=0
VD,method=Main:1#run:1 <name=y,type=int (id=7),value=0,index=11>
VW,context=Main:1#run:1,y=60
FR,context=Main$R:1,l
NO,object=Main$L:3
MC,caller=Main:1#run:1,target=Main$L:3#Main$L:3
VW,context=Main$L:3#Main$L:3,y2=60
VW,context=Main$L:3#Main$L:3,x2=0
VW,context=Main$L:3#Main$L:3,y1=60
VW,context=Main$L:3#Main$L:3,x1=60
FW,context=Main$L:3,x1=0
FW,context=Main$L:3,y1=60
FW,context=Main$L:3,x2=60
FW,context=Main$L:3,y2=60
ME,returner=Main$L:3#Main$L:3,value=<void>
VW,context=Main:1#run:1,px=0
VD,method=Main:1#run:1 <name=x,type=int (id=7),value=-1,index=10>
VW,context=Main:1#run:1,x=0
VD,method=Main:1#run:1 <name=y,type=int (id=7),value=0,index=11>
VW,context=Main:1#run:1,y=50
FR,context=Main$R:1,l
NO,object=Main$L:4
MC,caller=Main:1#run:1,target=Main$L:4#Main$L:4
VW,context=Main$L:4#Main$L:4,y2=50
VW,context=Main$L:4#Main$L:4,x2=0
VW,context=Main$L:4#Main$L:4,y1=60
VW,context=Main$L:4#Main$L:4,x1=0
FW,context=Main$L:4,x1=0
FW,context=Main$L:4,y1=50
FW,context=Main$L:4,x2=0
FW,context=Main$L:4,y2=60
ME,returner=Main$L:4#Main$L:4,value=<void>
VW,context=Main:1#run:1,py=50
VD,method=Main:1#run:1 <name=x,type=int (id=7),value=-1,index=10>
VW,context=Main:1#run:1,x=50
VD,method=Main:1#run:1 <name=y,type=int (id=7),value=0,index=11>
VW,context=Main:1#run:1,y=50
FR,context=Main$R:1,l
NO,object=Main$L:5
MC,caller=Main:1#run:1,target=Main$L:5#Main$L:5
VW,context=Main$L:5#Main$L:5,y2=50
VW,context=Main$L:5#Main$L:5,x2=50
VW,context=Main$L:5#Main$L:5,y1=50
VW,context=Main$L:5#Main$L:5,x1=0
FW,context=Main$L:5,x1=0
FW,context=Main$L:5,y1=50
FW,context=Main$L:5,x2=50
FW,context=Main$L:5,y2=50
ME,returner=Main$L:5#Main$L:5,value=<void>
VW,context=Main:1#run:1,px=50
VD,method=Main:1#run:1 <name=x,type=int (id=7),value=-1,index=10>
VW,context=Main:1#run:1,x=50
VD,method=Main:1#run:1 <name=y,type=int (id=7),value=0,index=11>
VW,context=Main:1#run:1,y=10
FR,context=Main$R:1,l
NO,object=Main$L:6
MC,caller=Main:1#run:1,target=Main$L:6#Main$L:6
VW,context=Main$L:6#Main$L:6,y2=10
VW,context=Main$L:6#Main$L:6,x2=50
VW,context=Main$L:6#Main$L:6,y1=50
VW,context=Main$L:6#Main$L:6,x1=50
FW,context=Main$L:6,x1=50
FW,context=Main$L:6,y1=10
