TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,input=java.util.Scanner (id=47)
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=Thank
FW,context=java.lang.String[]:2,1=you
FW,context=java.lang.String[]:2,2=for
FW,context=java.lang.String[]:2,3=your
FW,context=java.lang.String[]:2,4=mail
FW,context=java.lang.String[]:2,5=and
FW,context=java.lang.String[]:2,6=your
FW,context=java.lang.String[]:2,7=lectures
VW,context=Main#main:1,arr=java.lang.String[]:2
VW,context=Main#main:1,words=java.util.HashMap (id=57)
VW,context=Main#main:1,max=Thank
VW,context=Main#main:1,frequent=Thank
VW,context=Main#main:1,i=1
VW,context=Main#main:1,word=you
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=word,type=java.lang.String (id=25),value=<?>,index=7>
VW,context=Main#main:1,word=for
VW,context=Main#main:1,i=3
VD,method=Main#main:1 <name=word,type=java.lang.String (id=25),value=<?>,index=7>
VW,context=Main#main:1,word=your
VW,context=Main#main:1,i=4
VD,method=Main#main:1 <name=word,type=java.lang.String (id=25),value=<?>,index=7>
VW,context=Main#main:1,word=mail
VW,context=Main#main:1,i=5
VD,method=Main#main:1 <name=word,type=java.lang.String (id=25),value=<?>,index=7>
VW,context=Main#main:1,word=and
VW,context=Main#main:1,i=6
VD,method=Main#main:1 <name=word,type=java.lang.String (id=25),value=<?>,index=7>
VW,context=Main#main:1,word=your
VW,context=Main#main:1,frequent=your
VW,context=Main#main:1,i=7
VD,method=Main#main:1 <name=word,type=java.lang.String (id=25),value=<?>,index=7>
VW,context=Main#main:1,word=lectures
VW,context=Main#main:1,max=lectures
VD,method=Main#main:1 <name=word,type=java.lang.String (id=25),value=<?>,index=7>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=6>
ME,returner=Main#main:1,value=<void>
TE,
