TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,bfr=java.io.BufferedReader (id=24)
VW,context=Main#main:1,str=
VW,context=Main#main:1,mazu=0
VW,context=Main#main:1,str=4
VW,context=Main#main:1,mazu=4
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=null
FW,context=java.lang.String[]:2,1=null
FW,context=java.lang.String[]:2,2=null
FW,context=java.lang.String[]:2,3=null
VW,context=Main#main:1,moji=java.lang.String[]:2
VW,context=Main#main:1,i=0
FW,context=java.lang.String[]:2,0=52 96 15 20
VW,context=Main#main:1,moji=java.lang.String[]:2
VW,context=Main#main:1,i=1
FW,context=java.lang.String[]:2,1=86 22 35 45
VW,context=Main#main:1,moji=java.lang.String[]:2
VW,context=Main#main:1,i=2
FW,context=java.lang.String[]:2,2=45 78 54 36
VW,context=Main#main:1,moji=java.lang.String[]:2
VW,context=Main#main:1,i=3
FW,context=java.lang.String[]:2,3=16 86 74 55
VW,context=Main#main:1,moji=java.lang.String[]:2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
NO,object=int[][]:1
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=int[]:1,4=0
FW,context=int[][]:1,0=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
FW,context=int[]:2,4=0
FW,context=int[][]:1,1=int[]:2
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[]:3,3=0
FW,context=int[]:3,4=0
FW,context=int[][]:1,2=int[]:3
NO,object=int[]:4
FW,context=int[]:4,0=0
FW,context=int[]:4,1=0
FW,context=int[]:4,2=0
FW,context=int[]:4,3=0
FW,context=int[]:4,4=0
FW,context=int[][]:1,3=int[]:4
NO,object=int[]:5
FW,context=int[]:5,0=0
FW,context=int[]:5,1=0
FW,context=int[]:5,2=0
FW,context=int[]:5,3=0
FW,context=int[]:5,4=0
FW,context=int[][]:1,4=int[]:5
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,i=0
VW,context=Main#main:1,j=0
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=4
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=4
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=4
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,i=3
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=4
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,i=4
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=4
VW,context=Main#main:1,spread=int[][]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,i=0
NO,object=java.lang.String[]:3
FW,context=java.lang.String[]:3,0=52
FW,context=java.lang.String[]:3,1=96
FW,context=java.lang.String[]:3,2=15
FW,context=java.lang.String[]:3,3=20
VW,context=Main#main:1,rts=java.lang.String[]:3
VW,context=Main#main:1,j=0
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,spread=int[][]:1
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
NO,object=java.lang.String[]:4
FW,context=java.lang.String[]:4,0=86
FW,context=java.lang.String[]:4,1=22
FW,context=java.lang.String[]:4,2=35
FW,context=java.lang.String[]:4,3=45
VW,context=Main#main:1,rts=java.lang.String[]:4
VW,context=Main#main:1,j=0
