TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=363)
NO,object=char[]:1
FW,context=char[]:1,0=O
FW,context=char[]:1,1=J
FW,context=char[]:1,2=J
FW,context=char[]:1,3=O
FW,context=char[]:1,4=O
FW,context=char[]:1,5=I
FW,context=char[]:1,6=I
FW,context=char[]:1,7=O
FW,context=char[]:1,8=J
FW,context=char[]:1,9=O
FW,context=char[]:1,10=I
VW,context=Main#main:1,s=char[]:1
NO,object=char[]:2
FW,context=char[]:2,0=J
FW,context=char[]:2,1=O
FW,context=char[]:2,2=I
VW,context=Main#main:1,t=char[]:2
VW,context=Main#main:1,n=11
VW,context=Main#main:1,p=0
VW,context=Main#main:1,max=0
VW,context=Main#main:1,p=1
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
VW,context=Main#main:1,c=int[]:1
VW,context=Main#main:1,i=0
FW,context=int[]:1,0=1
VW,context=Main#main:1,c=int[]:1
VW,context=Main#main:1,p=2
FW,context=int[]:1,0=2
VW,context=Main#main:1,c=int[]:1
VW,context=Main#main:1,p=3
VW,context=Main#main:1,i=1
FW,context=int[]:1,1=1
VW,context=Main#main:1,c=int[]:1
VW,context=Main#main:1,p=4
FW,context=int[]:1,1=2
VW,context=Main#main:1,c=int[]:1
VW,context=Main#main:1,p=5
VW,context=Main#main:1,i=2
FW,context=int[]:1,2=1
VW,context=Main#main:1,c=int[]:1
VW,context=Main#main:1,p=6
FW,context=int[]:1,2=2
VW,context=Main#main:1,c=int[]:1
VW,context=Main#main:1,p=7
VW,context=Main#main:1,max=2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=c,type=int[] (id=77),value=<?>,index=7>
VW,context=Main#main:1,p=8
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
VW,context=Main#main:1,c=int[]:2
VW,context=Main#main:1,i=0
FW,context=int[]:2,0=1
VW,context=Main#main:1,c=int[]:2
VW,context=Main#main:1,p=9
VW,context=Main#main:1,i=1
FW,context=int[]:2,1=1
VW,context=Main#main:1,c=int[]:2
VW,context=Main#main:1,p=10
VW,context=Main#main:1,i=2
FW,context=int[]:2,2=1
VW,context=Main#main:1,c=int[]:2
VW,context=Main#main:1,p=11
VW,context=Main#main:1,max=2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=c,type=int[] (id=77),value=<?>,index=7>
ME,returner=Main#main:1,value=<void>
TE,
