TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,scan=java.util.Scanner (id=363)
VW,context=Main#main:1,n=5
VW,context=Main#main:1,r=1
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=int[]:1,4=0
VW,context=Main#main:1,x1=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
FW,context=int[]:2,4=0
VW,context=Main#main:1,y1=int[]:2
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[]:3,3=0
FW,context=int[]:3,4=0
VW,context=Main#main:1,x2=int[]:3
NO,object=int[]:4
FW,context=int[]:4,0=0
FW,context=int[]:4,1=0
FW,context=int[]:4,2=0
FW,context=int[]:4,3=0
FW,context=int[]:4,4=0
VW,context=Main#main:1,y2=int[]:4
VW,context=Main#main:1,i=0
VW,context=Main#main:1,x1=int[]:1
VW,context=Main#main:1,y1=int[]:2
FW,context=int[]:3,0=3
VW,context=Main#main:1,x2=int[]:3
FW,context=int[]:4,0=2
VW,context=Main#main:1,y2=int[]:4
VW,context=Main#main:1,i=1
FW,context=int[]:1,1=1
VW,context=Main#main:1,x1=int[]:1
FW,context=int[]:2,1=1
VW,context=Main#main:1,y1=int[]:2
FW,context=int[]:3,1=2
VW,context=Main#main:1,x2=int[]:3
FW,context=int[]:4,1=5
VW,context=Main#main:1,y2=int[]:4
VW,context=Main#main:1,i=2
VW,context=Main#main:1,x1=int[]:1
FW,context=int[]:2,2=4
VW,context=Main#main:1,y1=int[]:2
FW,context=int[]:3,2=6
VW,context=Main#main:1,x2=int[]:3
FW,context=int[]:4,2=5
VW,context=Main#main:1,y2=int[]:4
VW,context=Main#main:1,i=3
FW,context=int[]:1,3=3
VW,context=Main#main:1,x1=int[]:1
FW,context=int[]:2,3=3
VW,context=Main#main:1,y1=int[]:2
FW,context=int[]:3,3=5
VW,context=Main#main:1,x2=int[]:3
FW,context=int[]:4,3=6
VW,context=Main#main:1,y2=int[]:4
VW,context=Main#main:1,i=4
FW,context=int[]:1,4=5
VW,context=Main#main:1,x1=int[]:1
VW,context=Main#main:1,y1=int[]:2
FW,context=int[]:3,4=7
VW,context=Main#main:1,x2=int[]:3
FW,context=int[]:4,4=6
VW,context=Main#main:1,y2=int[]:4
NO,object=Rects:1
MC,caller=Main#main:1,target=Rects:1#Rects:1
FW,context=Rects:1,vb=VbarList[10000] (id=372)
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=0
FR,context=Rects:1,vb
NO,object=VbarList:1
MC,caller=Rects:1#Rects:1,target=VbarList:1#VbarList:1
FW,context=VbarList:1,bar=java.util.ArrayList (id=376)
ME,returner=VbarList:1#VbarList:1,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=1
FR,context=Rects:1,vb
NO,object=VbarList:2
MC,caller=Rects:1#Rects:1,target=VbarList:2#VbarList:2
FW,context=VbarList:2,bar=java.util.ArrayList (id=378)
ME,returner=VbarList:2#VbarList:2,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=2
FR,context=Rects:1,vb
NO,object=VbarList:3
MC,caller=Rects:1#Rects:1,target=VbarList:3#VbarList:3
FW,context=VbarList:3,bar=java.util.ArrayList (id=380)
ME,returner=VbarList:3#VbarList:3,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=3
FR,context=Rects:1,vb
NO,object=VbarList:4
MC,caller=Rects:1#Rects:1,target=VbarList:4#VbarList:4
FW,context=VbarList:4,bar=java.util.ArrayList (id=382)
ME,returner=VbarList:4#VbarList:4,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=4
FR,context=Rects:1,vb
NO,object=VbarList:5
MC,caller=Rects:1#Rects:1,target=VbarList:5#VbarList:5
FW,context=VbarList:5,bar=java.util.ArrayList (id=384)
ME,returner=VbarList:5#VbarList:5,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=5
FR,context=Rects:1,vb
NO,object=VbarList:6
MC,caller=Rects:1#Rects:1,target=VbarList:6#VbarList:6
FW,context=VbarList:6,bar=java.util.ArrayList (id=386)
ME,returner=VbarList:6#VbarList:6,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=6
FR,context=Rects:1,vb
NO,object=VbarList:7
MC,caller=Rects:1#Rects:1,target=VbarList:7#VbarList:7
FW,context=VbarList:7,bar=java.util.ArrayList (id=388)
ME,returner=VbarList:7#VbarList:7,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=7
FR,context=Rects:1,vb
NO,object=VbarList:8
MC,caller=Rects:1#Rects:1,target=VbarList:8#VbarList:8
FW,context=VbarList:8,bar=java.util.ArrayList (id=390)
ME,returner=VbarList:8#VbarList:8,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=8
FR,context=Rects:1,vb
NO,object=VbarList:9
MC,caller=Rects:1#Rects:1,target=VbarList:9#VbarList:9
FW,context=VbarList:9,bar=java.util.ArrayList (id=392)
ME,returner=VbarList:9#VbarList:9,value=<void>
FR,context=Rects:1,vb
VW,context=Rects:1#Rects:1,x=9
FR,context=Rects:1,vb
NO,object=VbarList:10
MC,caller=Rects:1#Rects:1,target=VbarList:10#VbarList:10
FW,context=VbarList:10,bar=java.util.ArrayList (id=394)
ME,returner=VbarList:10#VbarList:10,value=<void>
FR,context=Rects:1,vb
