TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main$SC:1
MC,caller=Main#main:1,target=Main$SC:1#Main$SC:1
VW,context=Main$SC:1#Main$SC:1,in=java.io.BufferedInputStream (id=345)
FW,context=Main$SC:1,reader=null
FW,context=Main$SC:1,tokenizer=null
FW,context=Main$SC:1,reader=java.io.BufferedReader (id=346)
ME,returner=Main$SC:1#Main$SC:1,value=<void>
VW,context=Main#main:1,sc=Main$SC:1
MC,caller=Main#main:1,target=Main$SC:1#nextInt:1
MC,caller=Main$SC:1#nextInt:1,target=Main$SC:1#next:1
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,reader
FW,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=347)
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:1,result=3
ME,returner=Main$SC:1#next:1,value=3
VW,context=Main$SC:1#nextInt:1,result=3
ME,returner=Main$SC:1#nextInt:1,value=3
VW,context=Main#main:1,N=3
VW,context=Main#main:1,zen=0
VW,context=Main#main:1,ko=0
VW,context=Main#main:1,i=0
MC,caller=Main#main:1,target=Main$SC:1#nextInt:2
MC,caller=Main$SC:1#nextInt:2,target=Main$SC:1#next:2
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,reader
FW,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=349)
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:2,result=9
ME,returner=Main$SC:1#next:2,value=9
VW,context=Main$SC:1#nextInt:2,result=9
ME,returner=Main$SC:1#nextInt:2,value=9
VW,context=Main#main:1,a=9
MC,caller=Main#main:1,target=Main$SC:1#nextInt:3
MC,caller=Main$SC:1#nextInt:3,target=Main$SC:1#next:3
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:3,result=1
ME,returner=Main$SC:1#next:3,value=1
VW,context=Main$SC:1#nextInt:3,result=1
ME,returner=Main$SC:1#nextInt:3,value=1
VW,context=Main#main:1,b=1
VW,context=Main#main:1,zen=10
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=a,type=int (id=7),value=<?>,index=6>
VD,method=Main#main:1 <name=b,type=int (id=7),value=<?>,index=7>
MC,caller=Main#main:1,target=Main$SC:1#nextInt:4
MC,caller=Main$SC:1#nextInt:4,target=Main$SC:1#next:4
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,reader
FW,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=352)
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:4,result=5
ME,returner=Main$SC:1#next:4,value=5
VW,context=Main$SC:1#nextInt:4,result=5
ME,returner=Main$SC:1#nextInt:4,value=5
VW,context=Main#main:1,a=5
MC,caller=Main#main:1,target=Main$SC:1#nextInt:5
MC,caller=Main$SC:1#nextInt:5,target=Main$SC:1#next:5
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:5,result=4
ME,returner=Main$SC:1#next:5,value=4
VW,context=Main$SC:1#nextInt:5,result=4
ME,returner=Main$SC:1#nextInt:5,value=4
VW,context=Main#main:1,b=4
VW,context=Main#main:1,zen=19
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=a,type=int (id=7),value=<?>,index=6>
VD,method=Main#main:1 <name=b,type=int (id=7),value=<?>,index=7>
MC,caller=Main#main:1,target=Main$SC:1#nextInt:6
MC,caller=Main$SC:1#nextInt:6,target=Main$SC:1#next:6
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,reader
FW,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=355)
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:6,result=0
ME,returner=Main$SC:1#next:6,value=0
VW,context=Main$SC:1#nextInt:6,result=0
ME,returner=Main$SC:1#nextInt:6,value=0
VW,context=Main#main:1,a=0
MC,caller=Main#main:1,target=Main$SC:1#nextInt:7
MC,caller=Main$SC:1#nextInt:7,target=Main$SC:1#next:7
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:7,result=8
ME,returner=Main$SC:1#next:7,value=8
VW,context=Main$SC:1#nextInt:7,result=8
ME,returner=Main$SC:1#nextInt:7,value=8
VW,context=Main#main:1,b=8
VW,context=Main#main:1,ko=8
VD,method=Main#main:1 <name=a,type=int (id=7),value=<?>,index=6>
VD,method=Main#main:1 <name=b,type=int (id=7),value=<?>,index=7>
MC,caller=Main#main:1,target=Main#pl:1
VW,context=Main#pl:1,o=19 8 (String)
ME,returner=Main#pl:1,value=<void>
VD,method=Main#main:1 <name=N,type=int (id=7),value=0,index=2>
VD,method=Main#main:1 <name=zen,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=ko,type=int (id=7),value=<?>,index=4>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
MC,caller=Main#main:1,target=Main$SC:1#nextInt:8
MC,caller=Main$SC:1#nextInt:8,target=Main$SC:1#next:8
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,reader
FW,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=359)
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:8,result=3
ME,returner=Main$SC:1#next:8,value=3
VW,context=Main$SC:1#nextInt:8,result=3
ME,returner=Main$SC:1#nextInt:8,value=3
