TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=363)
VW,context=Main#main:1,sh=9
VW,context=Main#main:1,sm=0
VW,context=Main#main:1,ss=0
VW,context=Main#main:1,gh=18
VW,context=Main#main:1,gm=0
VW,context=Main#main:1,gs=0
VW,context=Main#main:1,zan=32400
MC,caller=Main#main:1,target=Main#pl:1
VW,context=Main#pl:1,o=9 0 0 (String)
ME,returner=Main#pl:1,value=<void>
VD,method=Main#main:1 <name=sh,type=int (id=7),value=12,index=2>
VD,method=Main#main:1 <name=sm,type=int (id=7),value=14,index=3>
VD,method=Main#main:1 <name=ss,type=int (id=7),value=52,index=4>
VD,method=Main#main:1 <name=gh,type=int (id=7),value=12,index=5>
VD,method=Main#main:1 <name=gm,type=int (id=7),value=15,index=6>
VD,method=Main#main:1 <name=gs,type=int (id=7),value=30,index=7>
VD,method=Main#main:1 <name=zan,type=int (id=7),value=38,index=8>
VW,context=Main#main:1,sh=9
VW,context=Main#main:1,sm=0
VW,context=Main#main:1,ss=1
VW,context=Main#main:1,gh=18
VW,context=Main#main:1,gm=0
VW,context=Main#main:1,gs=0
VW,context=Main#main:1,zan=32399
MC,caller=Main#main:1,target=Main#pl:2
VW,context=Main#pl:2,o=8 59 59 (String)
ME,returner=Main#pl:2,value=<void>
VD,method=Main#main:1 <name=sh,type=int (id=7),value=12,index=2>
VD,method=Main#main:1 <name=sm,type=int (id=7),value=14,index=3>
VD,method=Main#main:1 <name=ss,type=int (id=7),value=52,index=4>
VD,method=Main#main:1 <name=gh,type=int (id=7),value=12,index=5>
VD,method=Main#main:1 <name=gm,type=int (id=7),value=15,index=6>
VD,method=Main#main:1 <name=gs,type=int (id=7),value=30,index=7>
VD,method=Main#main:1 <name=zan,type=int (id=7),value=38,index=8>
VW,context=Main#main:1,sh=12
VW,context=Main#main:1,sm=14
VW,context=Main#main:1,ss=52
VW,context=Main#main:1,gh=12
VW,context=Main#main:1,gm=15
VW,context=Main#main:1,gs=30
VW,context=Main#main:1,zan=38
MC,caller=Main#main:1,target=Main#pl:3
VW,context=Main#pl:3,o=0 0 38 (String)
ME,returner=Main#pl:3,value=<void>
