TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.io.BufferedReader (id=24)
VW,context=Main#main:1,st=1.0 1.0 2.0 2.0 0.0 0.0 1.0 -1.0
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=1.0
FW,context=java.lang.String[]:2,1=1.0
FW,context=java.lang.String[]:2,2=2.0
FW,context=java.lang.String[]:2,3=2.0
FW,context=java.lang.String[]:2,4=0.0
FW,context=java.lang.String[]:2,5=0.0
FW,context=java.lang.String[]:2,6=1.0
FW,context=java.lang.String[]:2,7=-1.0
VW,context=Main#main:1,sp=java.lang.String[]:2
NO,object=double[]:1
FW,context=double[]:1,0=0.0
FW,context=double[]:1,1=0.0
FW,context=double[]:1,2=0.0
FW,context=double[]:1,3=0.0
FW,context=double[]:1,4=0.0
FW,context=double[]:1,5=0.0
FW,context=double[]:1,6=0.0
FW,context=double[]:1,7=0.0
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=0
FW,context=double[]:1,0=1.0
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=1
FW,context=double[]:1,1=1.0
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=2
FW,context=double[]:1,2=2.0
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=3
FW,context=double[]:1,3=2.0
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=4
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=5
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=6
FW,context=double[]:1,6=1.0
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,i=7
FW,context=double[]:1,7=-1.0
VW,context=Main#main:1,map=double[]:1
VW,context=Main#main:1,st=0.0 0.0 2.0 0.0 -1.0 2.0 2.0 2.0
VD,method=Main#main:1 <name=sp,type=java.lang.String[] (id=59),value=java.lang.String[]:5,index=3>
NO,object=java.lang.String[]:3
FW,context=java.lang.String[]:3,0=0.0
FW,context=java.lang.String[]:3,1=0.0
FW,context=java.lang.String[]:3,2=2.0
FW,context=java.lang.String[]:3,3=0.0
FW,context=java.lang.String[]:3,4=-1.0
FW,context=java.lang.String[]:3,5=2.0
FW,context=java.lang.String[]:3,6=2.0
FW,context=java.lang.String[]:3,7=2.0
VW,context=Main#main:1,sp=java.lang.String[]:3
VD,method=Main#main:1 <name=map,type=double[] (id=71),value=double[]:4,index=4>
NO,object=double[]:2
FW,context=double[]:2,0=0.0
FW,context=double[]:2,1=0.0
FW,context=double[]:2,2=0.0
FW,context=double[]:2,3=0.0
FW,context=double[]:2,4=0.0
FW,context=double[]:2,5=0.0
FW,context=double[]:2,6=0.0
FW,context=double[]:2,7=0.0
VW,context=Main#main:1,map=double[]:2
VD,method=Main#main:1 <name=i,type=int (id=7),value=7,index=5>
VW,context=Main#main:1,i=0
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,i=1
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,i=2
FW,context=double[]:2,2=2.0
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,i=3
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,i=4
FW,context=double[]:2,4=-1.0
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,i=5
FW,context=double[]:2,5=2.0
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,i=6
FW,context=double[]:2,6=2.0
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,i=7
FW,context=double[]:2,7=2.0
VW,context=Main#main:1,map=double[]:2
VW,context=Main#main:1,st=10.0 6.0 3.4 5.2 6.8 9.5 4.3 2.1
VD,method=Main#main:1 <name=sp,type=java.lang.String[] (id=59),value=java.lang.String[]:5,index=3>
NO,object=java.lang.String[]:4
FW,context=java.lang.String[]:4,0=10.0
FW,context=java.lang.String[]:4,1=6.0
FW,context=java.lang.String[]:4,2=3.4
FW,context=java.lang.String[]:4,3=5.2
FW,context=java.lang.String[]:4,4=6.8
FW,context=java.lang.String[]:4,5=9.5
FW,context=java.lang.String[]:4,6=4.3
FW,context=java.lang.String[]:4,7=2.1
VW,context=Main#main:1,sp=java.lang.String[]:4
VD,method=Main#main:1 <name=map,type=double[] (id=71),value=double[]:4,index=4>
NO,object=double[]:3
FW,context=double[]:3,0=0.0
FW,context=double[]:3,1=0.0
FW,context=double[]:3,2=0.0
FW,context=double[]:3,3=0.0
FW,context=double[]:3,4=0.0
FW,context=double[]:3,5=0.0
FW,context=double[]:3,6=0.0
FW,context=double[]:3,7=0.0
VW,context=Main#main:1,map=double[]:3
VD,method=Main#main:1 <name=i,type=int (id=7),value=7,index=5>
VW,context=Main#main:1,i=0
FW,context=double[]:3,0=10.0
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,i=1
FW,context=double[]:3,1=6.0
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,i=2
FW,context=double[]:3,2=3.4
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,i=3
FW,context=double[]:3,3=5.2
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,i=4
FW,context=double[]:3,4=6.8
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,i=5
FW,context=double[]:3,5=9.5
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,i=6
FW,context=double[]:3,6=4.3
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,i=7
FW,context=double[]:3,7=2.1
VW,context=Main#main:1,map=double[]:3
VW,context=Main#main:1,st=2.5 3.5 2.5 4.5 -3.3 -2.3 6.8 -2.3
