TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,scanner=java.util.Scanner (id=363)
VW,context=Main#main:1,sum=1
VW,context=Main#main:1,top=1
VW,context=Main#main:1,south=2
VW,context=Main#main:1,east=3
VW,context=Main#main:1,west=4
VW,context=Main#main:1,north=5
VW,context=Main#main:1,under=6
VW,context=Main#main:1,n=5
VW,context=Main#main:1,sum=1
VW,context=Main#main:1,top=1
VW,context=Main#main:1,south=2
VW,context=Main#main:1,east=3
VW,context=Main#main:1,west=4
VW,context=Main#main:1,north=5
VW,context=Main#main:1,under=6
VW,context=Main#main:1,i=0
VW,context=Main#main:1,order=North
VW,context=Main#main:1,swap=5
VW,context=Main#main:1,north=1
VW,context=Main#main:1,top=2
VW,context=Main#main:1,south=6
VW,context=Main#main:1,under=5
VW,context=Main#main:1,sum=3
VW,context=Main#main:1,i=1
VW,context=Main#main:1,order=North
VW,context=Main#main:1,swap=1
VW,context=Main#main:1,north=2
VW,context=Main#main:1,top=6
VW,context=Main#main:1,south=5
VW,context=Main#main:1,under=1
VW,context=Main#main:1,sum=9
VW,context=Main#main:1,i=2
VW,context=Main#main:1,order=East
VW,context=Main#main:1,swap=6
VW,context=Main#main:1,top=4
VW,context=Main#main:1,west=1
VW,context=Main#main:1,under=3
VW,context=Main#main:1,east=6
VW,context=Main#main:1,sum=13
VW,context=Main#main:1,i=3
VW,context=Main#main:1,order=South
VW,context=Main#main:1,swap=2
VW,context=Main#main:1,north=3
VW,context=Main#main:1,under=5
VW,context=Main#main:1,south=4
VW,context=Main#main:1,top=2
VW,context=Main#main:1,sum=15
VW,context=Main#main:1,i=4
VW,context=Main#main:1,order=West
VW,context=Main#main:1,swap=2
VW,context=Main#main:1,top=6
VW,context=Main#main:1,east=5
VW,context=Main#main:1,under=1
VW,context=Main#main:1,west=2
VW,context=Main#main:1,sum=21
VW,context=Main#main:1,n=8
VW,context=Main#main:1,sum=1
VW,context=Main#main:1,top=1
VW,context=Main#main:1,south=2
VW,context=Main#main:1,east=3
VW,context=Main#main:1,west=4
VW,context=Main#main:1,north=5
VW,context=Main#main:1,under=6
VD,method=Main#main:1 <name=i,type=int (id=7),value=7,index=12>
VW,context=Main#main:1,i=0
VW,context=Main#main:1,order=West
VW,context=Main#main:1,swap=1
VW,context=Main#main:1,top=3
VW,context=Main#main:1,east=6
VW,context=Main#main:1,under=4
VW,context=Main#main:1,west=1
VW,context=Main#main:1,sum=4
VW,context=Main#main:1,i=1
VW,context=Main#main:1,order=North
VW,context=Main#main:1,swap=5
VW,context=Main#main:1,north=3
VW,context=Main#main:1,top=2
VW,context=Main#main:1,south=4
VW,context=Main#main:1,under=5
VW,context=Main#main:1,sum=6
VW,context=Main#main:1,i=2
VW,context=Main#main:1,order=Left
VW,context=Main#main:1,swap=3
VW,context=Main#main:1,north=6
VW,context=Main#main:1,east=4
VW,context=Main#main:1,south=1
VW,context=Main#main:1,west=3
VW,context=Main#main:1,sum=8
VW,context=Main#main:1,i=3
VW,context=Main#main:1,order=South
VW,context=Main#main:1,swap=6
VW,context=Main#main:1,north=5
VW,context=Main#main:1,under=1
VW,context=Main#main:1,south=2
VW,context=Main#main:1,top=6
VW,context=Main#main:1,sum=14
VW,context=Main#main:1,i=4
VW,context=Main#main:1,order=Right
VW,context=Main#main:1,swap=5
VW,context=Main#main:1,north=3
VW,context=Main#main:1,west=2
VW,context=Main#main:1,south=4
VW,context=Main#main:1,east=5
VW,context=Main#main:1,sum=20
VW,context=Main#main:1,i=5
VW,context=Main#main:1,order=North
VW,context=Main#main:1,swap=3
VW,context=Main#main:1,north=6
VW,context=Main#main:1,top=4
VW,context=Main#main:1,south=1
VW,context=Main#main:1,under=3
VW,context=Main#main:1,sum=24
VW,context=Main#main:1,i=6
VW,context=Main#main:1,order=Left
VW,context=Main#main:1,swap=6
VW,context=Main#main:1,north=5
VW,context=Main#main:1,east=1
VW,context=Main#main:1,south=2
VW,context=Main#main:1,west=6
VW,context=Main#main:1,sum=28
VW,context=Main#main:1,i=7
VW,context=Main#main:1,order=East
VW,context=Main#main:1,swap=4
VW,context=Main#main:1,top=6
VW,context=Main#main:1,west=3
VW,context=Main#main:1,under=1
VW,context=Main#main:1,east=4
VW,context=Main#main:1,sum=34
VW,context=Main#main:1,n=0
ME,returner=Main#main:1,value=<void>
TE,
