TS,main (1)
MC,caller=SYSTEM,target=Main#<clinit>:1
NO,object=int[]:1
FW,context=int[]:1,0=-1
FW,context=int[]:1,1=1
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=Main,xDelta=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=-1
FW,context=int[]:2,3=1
FW,context=Main,yDelta=int[]:2
ME,returner=Main#<clinit>:1,value=<void>
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,in=java.util.Scanner (id=365)
VW,context=Main#main:1,n=3
VW,context=Main#main:1,rects=java.util.ArrayList (id=366)
VW,context=Main#main:1,xCoors=java.util.TreeSet (id=367)
VW,context=Main#main:1,yCoors=java.util.TreeSet (id=369)
VW,context=Main#main:1,i=0
VW,context=Main#main:1,l=4
VW,context=Main#main:1,t=28
VW,context=Main#main:1,r=27
VW,context=Main#main:1,b=11
NO,object=Main$Rect:1
MC,caller=Main#main:1,target=Main$Rect:1#Main$Rect:1
VW,context=Main$Rect:1#Main$Rect:1,x1=4
VW,context=Main$Rect:1#Main$Rect:1,y1=28
VW,context=Main$Rect:1#Main$Rect:1,x2=27
VW,context=Main$Rect:1#Main$Rect:1,y2=11
FW,context=Main$Rect:1,x1=4
FW,context=Main$Rect:1,y1=11
FW,context=Main$Rect:1,x2=27
FW,context=Main$Rect:1,y2=28
ME,returner=Main$Rect:1#Main$Rect:1,value=<void>
VW,context=Main#main:1,rec=Main$Rect:1
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=l,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=t,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=r,type=int (id=7),value=<?>,index=9>
VD,method=Main#main:1 <name=b,type=int (id=7),value=<?>,index=10>
VD,method=Main#main:1 <name=rec,type=Main$Rect (id=97),value=<?>,index=11>
VW,context=Main#main:1,l=15
VW,context=Main#main:1,t=20
VW,context=Main#main:1,r=42
VW,context=Main#main:1,b=5
NO,object=Main$Rect:2
MC,caller=Main#main:1,target=Main$Rect:2#Main$Rect:2
VW,context=Main$Rect:2#Main$Rect:2,x1=15
VW,context=Main$Rect:2#Main$Rect:2,y1=20
VW,context=Main$Rect:2#Main$Rect:2,x2=42
VW,context=Main$Rect:2#Main$Rect:2,y2=5
FW,context=Main$Rect:2,x1=15
FW,context=Main$Rect:2,y1=5
FW,context=Main$Rect:2,x2=42
FW,context=Main$Rect:2,y2=20
ME,returner=Main$Rect:2#Main$Rect:2,value=<void>
VW,context=Main#main:1,rec=Main$Rect:2
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=l,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=t,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=r,type=int (id=7),value=<?>,index=9>
VD,method=Main#main:1 <name=b,type=int (id=7),value=<?>,index=10>
VD,method=Main#main:1 <name=rec,type=Main$Rect (id=97),value=<?>,index=11>
VW,context=Main#main:1,l=11
VW,context=Main#main:1,t=24
VW,context=Main#main:1,r=33
VW,context=Main#main:1,b=14
NO,object=Main$Rect:3
MC,caller=Main#main:1,target=Main$Rect:3#Main$Rect:3
VW,context=Main$Rect:3#Main$Rect:3,x1=11
VW,context=Main$Rect:3#Main$Rect:3,y1=24
VW,context=Main$Rect:3#Main$Rect:3,x2=33
VW,context=Main$Rect:3#Main$Rect:3,y2=14
FW,context=Main$Rect:3,x1=11
FW,context=Main$Rect:3,y1=14
FW,context=Main$Rect:3,x2=33
FW,context=Main$Rect:3,y2=24
ME,returner=Main$Rect:3#Main$Rect:3,value=<void>
VW,context=Main#main:1,rec=Main$Rect:3
VD,method=Main#main:1 <name=l,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=t,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=r,type=int (id=7),value=<?>,index=9>
VD,method=Main#main:1 <name=b,type=int (id=7),value=<?>,index=10>
VD,method=Main#main:1 <name=rec,type=Main$Rect (id=97),value=<?>,index=11>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=6>
VW,context=Main#main:1,uniqueX=java.util.ArrayList (id=375)
VW,context=Main#main:1,uniqueY=java.util.ArrayList (id=376)
VW,context=Main#main:1,xn=13
VW,context=Main#main:1,yn=13
NO,object=int[][]:1
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[]:3,3=0
FW,context=int[]:3,4=0
FW,context=int[]:3,5=0
FW,context=int[]:3,6=0
FW,context=int[]:3,7=0
FW,context=int[]:3,8=0
FW,context=int[]:3,9=0
FW,context=int[]:3,10=0
FW,context=int[]:3,11=0
FW,context=int[]:3,12=0
FW,context=int[][]:1,0=int[]:3
NO,object=int[]:4
