TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=47)
VW,context=Main#main:1,str=
NO,object=double[]:1
FW,context=double[]:1,0=0.0
FW,context=double[]:1,1=0.0
FW,context=double[]:1,2=0.0
FW,context=double[]:1,3=0.0
FW,context=double[]:1,4=0.0
FW,context=double[]:1,5=0.0
VW,context=Main#main:1,moji=double[]:1
NO,object=double[]:2
FW,context=double[]:2,0=0.0
FW,context=double[]:2,1=0.0
VW,context=Main#main:1,kotae=double[]:2
VW,context=Main#main:1,str=1.0,0.0,-1.0,0.0,1.0,1.0
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=1.0
FW,context=java.lang.String[]:2,1=0.0
FW,context=java.lang.String[]:2,2=-1.0
FW,context=java.lang.String[]:2,3=0.0
FW,context=java.lang.String[]:2,4=1.0
FW,context=java.lang.String[]:2,5=1.0
VW,context=Main#main:1,dset=java.lang.String[]:2
VW,context=Main#main:1,i=0
FW,context=double[]:1,0=1.0
VW,context=Main#main:1,moji=double[]:1
VW,context=Main#main:1,i=1
VW,context=Main#main:1,moji=double[]:1
VW,context=Main#main:1,i=2
FW,context=double[]:1,2=-1.0
VW,context=Main#main:1,moji=double[]:1
VW,context=Main#main:1,i=3
VW,context=Main#main:1,moji=double[]:1
VW,context=Main#main:1,i=4
FW,context=double[]:1,4=1.0
VW,context=Main#main:1,moji=double[]:1
VW,context=Main#main:1,i=5
FW,context=double[]:1,5=1.0
VW,context=Main#main:1,moji=double[]:1
MC,caller=Main#main:1,target=Main#kotae:1
VW,context=Main#kotae:1,a=double[]:1
NO,object=double[]:3
FW,context=double[]:3,0=0.0
FW,context=double[]:3,1=0.0
VW,context=Main#kotae:1,ansary=double[]:3
VW,context=Main#kotae:1,ansary=double[]:3
VW,context=Main#kotae:1,ansary=double[]:3
VW,context=Main#kotae:1,difx=0.0
VW,context=Main#kotae:1,dify=0.0
VW,context=Main#kotae:1,ktm1=0.0
NO,object=double[]:4
FW,context=double[]:4,0=0.0
FW,context=double[]:4,1=0.0
FW,context=double[]:4,2=0.0
VW,context=Main#kotae:1,cyokusen=double[]:4
NO,object=double[]:5
FW,context=double[]:5,0=0.0
FW,context=double[]:5,1=0.0
FW,context=double[]:5,2=0.0
VW,context=Main#kotae:1,suisen=double[]:5
VW,context=Main#kotae:1,difx=-2.0
VW,context=Main#kotae:1,dify=0.0
VW,context=Main#kotae:1,cyokusen=double[]:4
FW,context=double[]:4,1=4.0
VW,context=Main#kotae:1,cyokusen=double[]:4
VW,context=Main#kotae:1,cyokusen=double[]:4
VW,context=Main#kotae:1,suisen=double[]:5
FW,context=double[]:5,1=-4.0
VW,context=Main#kotae:1,suisen=double[]:5
FW,context=double[]:5,2=1.0
VW,context=Main#kotae:1,suisen=double[]:5
FW,context=double[]:3,0=1.0
VW,context=Main#kotae:1,ansary=double[]:3
FW,context=double[]:3,1=-1.0
VW,context=Main#kotae:1,ansary=double[]:3
VW,context=Main#kotae:1,result=double[]:3
ME,returner=Main#kotae:1,value=double[]:3
VW,context=Main#main:1,kotae=double[]:3
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=6>
NO,object=double[]:6
FW,context=double[]:6,0=0.0
FW,context=double[]:6,1=0.0
FW,context=double[]:6,2=0.0
FW,context=double[]:6,3=0.0
FW,context=double[]:6,4=0.0
FW,context=double[]:6,5=0.0
VW,context=Main#main:1,moji=double[]:6
NO,object=double[]:7
FW,context=double[]:7,0=0.0
FW,context=double[]:7,1=0.0
VW,context=Main#main:1,kotae=double[]:7
VW,context=Main#main:1,str=1.0,0.0,0.0,-1.0,3.0,0.0
NO,object=java.lang.String[]:3
FW,context=java.lang.String[]:3,0=1.0
FW,context=java.lang.String[]:3,1=0.0
FW,context=java.lang.String[]:3,2=0.0
FW,context=java.lang.String[]:3,3=-1.0
FW,context=java.lang.String[]:3,4=3.0
FW,context=java.lang.String[]:3,5=0.0
VW,context=Main#main:1,dset=java.lang.String[]:3
VW,context=Main#main:1,i=0
FW,context=double[]:6,0=1.0
VW,context=Main#main:1,moji=double[]:6
VW,context=Main#main:1,i=1
VW,context=Main#main:1,moji=double[]:6
VW,context=Main#main:1,i=2
VW,context=Main#main:1,moji=double[]:6
VW,context=Main#main:1,i=3
FW,context=double[]:6,3=-1.0
VW,context=Main#main:1,moji=double[]:6
VW,context=Main#main:1,i=4
FW,context=double[]:6,4=3.0
VW,context=Main#main:1,moji=double[]:6
VW,context=Main#main:1,i=5
VW,context=Main#main:1,moji=double[]:6
MC,caller=Main#main:1,target=Main#kotae:2
VW,context=Main#kotae:2,a=double[]:6
NO,object=double[]:8
FW,context=double[]:8,0=0.0
FW,context=double[]:8,1=0.0
VW,context=Main#kotae:2,ansary=double[]:8
VW,context=Main#kotae:2,ansary=double[]:8
VW,context=Main#kotae:2,ansary=double[]:8
VW,context=Main#kotae:2,difx=0.0
VW,context=Main#kotae:2,dify=0.0
VW,context=Main#kotae:2,ktm1=0.0
NO,object=double[]:9
FW,context=double[]:9,0=0.0
FW,context=double[]:9,1=0.0
FW,context=double[]:9,2=0.0
VW,context=Main#kotae:2,cyokusen=double[]:9
NO,object=double[]:10
FW,context=double[]:10,0=0.0
FW,context=double[]:10,1=0.0
FW,context=double[]:10,2=0.0
VW,context=Main#kotae:2,suisen=double[]:10
VW,context=Main#kotae:2,difx=-1.0
VW,context=Main#kotae:2,dify=-1.0
FW,context=double[]:9,0=1.0
VW,context=Main#kotae:2,cyokusen=double[]:9
VW,context=Main#kotae:2,cyokusen=double[]:9
FW,context=double[]:9,2=-1.0
VW,context=Main#kotae:2,cyokusen=double[]:9
