TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,sysout=java.io.PrintWriter (id=343)
FW,context=Main:1,in=java.io.BufferedReader (id=345)
FW,context=Main:1,buffer=null
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
MC,caller=Main:1#run:1,target=Main:1#readInt:1
MC,caller=Main:1#readInt:1,target=Main:1#read:1
FR,context=Main:1,buffer
FR,context=Main:1,in
FW,context=Main:1,buffer=java.util.StringTokenizer (id=346)
FR,context=Main:1,buffer
VW,context=Main:1#read:1,result=4
ME,returner=Main:1#read:1,value=4
VW,context=Main:1#readInt:1,result=4
ME,returner=Main:1#readInt:1,value=4
VW,context=Main:1#run:1,W=4
MC,caller=Main:1#run:1,target=Main:1#readInt:2
MC,caller=Main:1#readInt:2,target=Main:1#read:2
FR,context=Main:1,buffer
FR,context=Main:1,buffer
FR,context=Main:1,buffer
VW,context=Main:1#read:2,result=6
ME,returner=Main:1#read:2,value=6
VW,context=Main:1#readInt:2,result=6
ME,returner=Main:1#readInt:2,value=6
VW,context=Main:1#run:1,Q=6
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
VW,context=Main:1#run:1,used=int[]:1
VW,context=Main:1#run:1,q=0
MC,caller=Main:1#run:1,target=Main:1#read:3
FR,context=Main:1,buffer
FR,context=Main:1,buffer
FR,context=Main:1,in
FW,context=Main:1,buffer=java.util.StringTokenizer (id=350)
FR,context=Main:1,buffer
VW,context=Main:1#read:3,result=s
ME,returner=Main:1#read:3,value=s
VW,context=Main:1#run:1,c=s
MC,caller=Main:1#run:1,target=Main:1#readInt:3
MC,caller=Main:1#readInt:3,target=Main:1#read:4
FR,context=Main:1,buffer
FR,context=Main:1,buffer
FR,context=Main:1,buffer
VW,context=Main:1#read:4,result=0
ME,returner=Main:1#read:4,value=0
VW,context=Main:1#readInt:3,result=0
ME,returner=Main:1#readInt:3,value=0
VW,context=Main:1#run:1,id=0
MC,caller=Main:1#run:1,target=Main:1#readInt:4
MC,caller=Main:1#readInt:4,target=Main:1#read:5
FR,context=Main:1,buffer
FR,context=Main:1,buffer
FR,context=Main:1,buffer
VW,context=Main:1#read:5,result=2
ME,returner=Main:1#read:5,value=2
VW,context=Main:1#readInt:4,result=2
ME,returner=Main:1#readInt:4,value=2
VW,context=Main:1#run:1,w=2
VW,context=Main:1#run:1,p=-1
VW,context=Main:1#run:1,i=0
VW,context=Main:1#run:1,ok=true
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,ok=true
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,ok=true
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,p=0
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=8>
VD,method=Main:1#run:1 <name=ok,type=boolean (id=2),value=<?>,index=9>
VW,context=Main:1#run:1,i=0
FW,context=int[]:1,1=-1
FW,context=int[]:1,2=-1
FW,context=int[]:1,3=-1
VW,context=Main:1#run:1,used=int[]:1
VW,context=Main:1#run:1,i=1
FW,context=int[]:1,1=0
VW,context=Main:1#run:1,used=int[]:1
FR,context=Main:1,sysout
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=11>
VW,context=Main:1#run:1,q=1
VD,method=Main:1#run:1 <name=c,type=char (id=4),value=<?>,index=4>
VD,method=Main:1#run:1 <name=id,type=int (id=7),value=<?>,index=5>
VD,method=Main:1#run:1 <name=w,type=int (id=7),value=<?>,index=6>
VD,method=Main:1#run:1 <name=p,type=int (id=7),value=<?>,index=7>
MC,caller=Main:1#run:1,target=Main:1#read:6
FR,context=Main:1,buffer
FR,context=Main:1,buffer
FR,context=Main:1,in
FW,context=Main:1,buffer=java.util.StringTokenizer (id=354)
FR,context=Main:1,buffer
VW,context=Main:1#read:6,result=s
ME,returner=Main:1#read:6,value=s
VW,context=Main:1#run:1,c=s
MC,caller=Main:1#run:1,target=Main:1#readInt:5
MC,caller=Main:1#readInt:5,target=Main:1#read:7
FR,context=Main:1,buffer
FR,context=Main:1,buffer
FR,context=Main:1,buffer
VW,context=Main:1#read:7,result=1
ME,returner=Main:1#read:7,value=1
VW,context=Main:1#readInt:5,result=1
ME,returner=Main:1#readInt:5,value=1
VW,context=Main:1#run:1,id=1
MC,caller=Main:1#run:1,target=Main:1#readInt:6
MC,caller=Main:1#readInt:6,target=Main:1#read:8
FR,context=Main:1,buffer
FR,context=Main:1,buffer
FR,context=Main:1,buffer
VW,context=Main:1#read:8,result=3
ME,returner=Main:1#read:8,value=3
VW,context=Main:1#readInt:6,result=3
ME,returner=Main:1#readInt:6,value=3
VW,context=Main:1#run:1,w=3
VW,context=Main:1#run:1,p=-1
VW,context=Main:1#run:1,i=0
VW,context=Main:1#run:1,ok=true
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,ok=false
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,ok=false
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,ok=false
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main:1#run:1,i=1
VD,method=Main:1#run:1 <name=ok,type=boolean (id=2),value=<?>,index=9>
VW,context=Main:1#run:1,ok=true
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,ok=false
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,ok=false
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,ok=false
