TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=363)
VW,context=Main#main:1,n=6
VW,context=Main#main:1,m=3
VW,context=Main#main:1,cap=34
VW,context=Main#main:1,src=Tokyo
VW,context=Main#main:1,dest=Kyoto
VW,context=Main#main:1,hm=java.util.HashMap (id=366)
NO,object=java.lang.String[][]:1
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=null
FW,context=java.lang.String[]:2,1=null
FW,context=java.lang.String[][]:1,0=java.lang.String[]:2
NO,object=java.lang.String[]:3
FW,context=java.lang.String[]:3,0=null
FW,context=java.lang.String[]:3,1=null
FW,context=java.lang.String[][]:1,1=java.lang.String[]:3
NO,object=java.lang.String[]:4
FW,context=java.lang.String[]:4,0=null
FW,context=java.lang.String[]:4,1=null
FW,context=java.lang.String[][]:1,2=java.lang.String[]:4
NO,object=java.lang.String[]:5
FW,context=java.lang.String[]:5,0=null
FW,context=java.lang.String[]:5,1=null
FW,context=java.lang.String[][]:1,3=java.lang.String[]:5
NO,object=java.lang.String[]:6
FW,context=java.lang.String[]:6,0=null
FW,context=java.lang.String[]:6,1=null
FW,context=java.lang.String[][]:1,4=java.lang.String[]:6
NO,object=java.lang.String[]:7
FW,context=java.lang.String[]:7,0=null
FW,context=java.lang.String[]:7,1=null
FW,context=java.lang.String[][]:1,5=java.lang.String[]:7
VW,context=Main#main:1,a=java.lang.String[][]:1
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=int[]:1,4=0
FW,context=int[]:1,5=0
VW,context=Main#main:1,d=int[]:1
VW,context=Main#main:1,i=0
VW,context=Main#main:1,a=java.lang.String[][]:1
VW,context=Main#main:1,a=java.lang.String[][]:1
FW,context=int[]:1,0=335
VW,context=Main#main:1,d=int[]:1
VW,context=Main#main:1,i=1
VW,context=Main#main:1,a=java.lang.String[][]:1
VW,context=Main#main:1,a=java.lang.String[][]:1
FW,context=int[]:1,1=174
VW,context=Main#main:1,d=int[]:1
VW,context=Main#main:1,i=2
VW,context=Main#main:1,a=java.lang.String[][]:1
VW,context=Main#main:1,a=java.lang.String[][]:1
FW,context=int[]:1,2=176
VW,context=Main#main:1,d=int[]:1
VW,context=Main#main:1,i=3
VW,context=Main#main:1,a=java.lang.String[][]:1
VW,context=Main#main:1,a=java.lang.String[][]:1
FW,context=int[]:1,3=195
VW,context=Main#main:1,d=int[]:1
VW,context=Main#main:1,i=4
VW,context=Main#main:1,a=java.lang.String[][]:1
VW,context=Main#main:1,a=java.lang.String[][]:1
FW,context=int[]:1,4=215
VW,context=Main#main:1,d=int[]:1
VW,context=Main#main:1,i=5
VW,context=Main#main:1,a=java.lang.String[][]:1
VW,context=Main#main:1,a=java.lang.String[][]:1
FW,context=int[]:1,5=296
VW,context=Main#main:1,d=int[]:1
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,i=0
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,i=3
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,i=4
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,i=5
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=11>
VW,context=Main#main:1,ss=0
VW,context=Main#main:1,gg=4
VW,context=Main#main:1,v=6
NO,object=Graph:1
MC,caller=Main#main:1,target=Graph:1#Graph:1
VW,context=Graph:1#Graph:1,n=6
FW,context=Graph:1,n=6
NO,object=java.util.ArrayList[]:1
FW,context=java.util.ArrayList[]:1,0=null
FW,context=java.util.ArrayList[]:1,1=null
FW,context=java.util.ArrayList[]:1,2=null
FW,context=java.util.ArrayList[]:1,3=null
FW,context=java.util.ArrayList[]:1,4=null
FW,context=java.util.ArrayList[]:1,5=null
FW,context=Graph:1,graph=java.util.ArrayList[]:1
VW,context=Graph:1#Graph:1,i=0
FR,context=Graph:1,graph
FW,context=java.util.ArrayList[]:1,0=java.util.ArrayList (id=381)
VW,context=Graph:1#Graph:1,i=1
FR,context=Graph:1,graph
FW,context=java.util.ArrayList[]:1,1=java.util.ArrayList (id=382)
VW,context=Graph:1#Graph:1,i=2
FR,context=Graph:1,graph
FW,context=java.util.ArrayList[]:1,2=java.util.ArrayList (id=383)
VW,context=Graph:1#Graph:1,i=3
FR,context=Graph:1,graph
FW,context=java.util.ArrayList[]:1,3=java.util.ArrayList (id=384)
VW,context=Graph:1#Graph:1,i=4
FR,context=Graph:1,graph
FW,context=java.util.ArrayList[]:1,4=java.util.ArrayList (id=385)
VW,context=Graph:1#Graph:1,i=5
FR,context=Graph:1,graph
FW,context=java.util.ArrayList[]:1,5=java.util.ArrayList (id=386)
ME,returner=Graph:1#Graph:1,value=<void>
VW,context=Main#main:1,g1=Graph:1
NO,object=Graph:2
