TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=47)
FW,context=Main,n=3
FR,context=Main,n
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=Main,top=int[]:1
FR,context=Main,n
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=Main,bot=int[]:2
FR,context=Main,n
FR,context=Main,n
NO,object=long[][]:1
NO,object=long[]:1
FW,context=long[]:1,0=0
FW,context=long[]:1,1=0
FW,context=long[]:1,2=0
FW,context=long[][]:1,0=long[]:1
NO,object=long[]:2
FW,context=long[]:2,0=0
FW,context=long[]:2,1=0
FW,context=long[]:2,2=0
FW,context=long[][]:1,1=long[]:2
NO,object=long[]:3
FW,context=long[]:3,0=0
FW,context=long[]:3,1=0
FW,context=long[]:3,2=0
FW,context=long[][]:1,2=long[]:3
FW,context=Main,dp=long[][]:1
FR,context=Main,n
VW,context=Main#main:1,i=0
FR,context=Main,top
FR,context=Main,bot
FR,context=Main,n
VW,context=Main#main:1,i=1
FR,context=Main,top
FR,context=Main,bot
FR,context=Main,n
VW,context=Main#main:1,i=2
FR,context=Main,top
FR,context=Main,bot
FR,context=Main,n
FR,context=Main,n
MC,caller=Main#main:1,target=Main#f:1
VW,context=Main#f:1,right=2
VW,context=Main#f:1,left=0
FR,context=Main,dp
VW,context=Main#f:1,min=9223372036854775807
VW,context=Main#f:1,i=0
MC,caller=Main#f:1,target=Main#f:2
VW,context=Main#f:2,right=0
VW,context=Main#f:2,left=0
FR,context=Main,dp
FR,context=Main,dp
VW,context=Main#f:2,result=0
ME,returner=Main#f:2,value=0
VW,context=Main#f:1,costL=0
MC,caller=Main#f:1,target=Main#f:3
VW,context=Main#f:3,right=2
VW,context=Main#f:3,left=1
FR,context=Main,dp
VW,context=Main#f:3,min=9223372036854775807
VW,context=Main#f:3,i=1
MC,caller=Main#f:3,target=Main#f:4
VW,context=Main#f:4,right=1
VW,context=Main#f:4,left=1
FR,context=Main,dp
FR,context=Main,dp
VW,context=Main#f:4,result=0
ME,returner=Main#f:4,value=0
VW,context=Main#f:3,costL=0
MC,caller=Main#f:3,target=Main#f:5
VW,context=Main#f:5,right=2
VW,context=Main#f:5,left=2
FR,context=Main,dp
FR,context=Main,dp
VW,context=Main#f:5,result=0
ME,returner=Main#f:5,value=0
VW,context=Main#f:3,costR=0
FR,context=Main,top
FR,context=Main,bot
FR,context=Main,top
FR,context=Main,bot
VW,context=Main#f:3,costM=320
VW,context=Main#f:3,min=320
VD,method=Main#f:3 <name=costL,type=long (id=8),value=<?>,index=4>
VD,method=Main#f:3 <name=costR,type=long (id=8),value=<?>,index=5>
VD,method=Main#f:3 <name=costM,type=long (id=8),value=<?>,index=6>
FR,context=Main,dp
VW,context=Main#f:3,result=320
ME,returner=Main#f:3,value=320
VW,context=Main#f:1,costR=320
FR,context=Main,top
FR,context=Main,bot
FR,context=Main,top
FR,context=Main,bot
VW,context=Main#f:1,costM=120
VW,context=Main#f:1,min=440
VW,context=Main#f:1,i=1
VD,method=Main#f:1 <name=costL,type=long (id=8),value=<?>,index=4>
VD,method=Main#f:1 <name=costR,type=long (id=8),value=<?>,index=5>
VD,method=Main#f:1 <name=costM,type=long (id=8),value=<?>,index=6>
MC,caller=Main#f:1,target=Main#f:6
VW,context=Main#f:6,right=1
VW,context=Main#f:6,left=0
FR,context=Main,dp
VW,context=Main#f:6,min=9223372036854775807
VW,context=Main#f:6,i=0
MC,caller=Main#f:6,target=Main#f:7
VW,context=Main#f:7,right=0
VW,context=Main#f:7,left=0
FR,context=Main,dp
FR,context=Main,dp
VW,context=Main#f:7,result=0
ME,returner=Main#f:7,value=0
VW,context=Main#f:6,costL=0
MC,caller=Main#f:6,target=Main#f:8
VW,context=Main#f:8,right=1
VW,context=Main#f:8,left=1
FR,context=Main,dp
FR,context=Main,dp
VW,context=Main#f:8,result=0
ME,returner=Main#f:8,value=0
VW,context=Main#f:6,costR=0
FR,context=Main,top
FR,context=Main,bot
FR,context=Main,top
FR,context=Main,bot
VW,context=Main#f:6,costM=240
VW,context=Main#f:6,min=240
VD,method=Main#f:6 <name=costL,type=long (id=8),value=<?>,index=4>
VD,method=Main#f:6 <name=costR,type=long (id=8),value=<?>,index=5>
VD,method=Main#f:6 <name=costM,type=long (id=8),value=<?>,index=6>
FR,context=Main,dp
VW,context=Main#f:6,result=240
ME,returner=Main#f:6,value=240
VW,context=Main#f:1,costL=240
MC,caller=Main#f:1,target=Main#f:9
VW,context=Main#f:9,right=2
VW,context=Main#f:9,left=2
FR,context=Main,dp
FR,context=Main,dp
VW,context=Main#f:9,result=0
ME,returner=Main#f:9,value=0
VW,context=Main#f:1,costR=0
FR,context=Main,top
FR,context=Main,bot
FR,context=Main,top
FR,context=Main,bot
VW,context=Main#f:1,costM=480
VW,context=Main#f:1,min=440
VD,method=Main#f:1 <name=costL,type=long (id=8),value=<?>,index=4>
VD,method=Main#f:1 <name=costR,type=long (id=8),value=<?>,index=5>
VD,method=Main#f:1 <name=costM,type=long (id=8),value=<?>,index=6>
FR,context=Main,dp
VW,context=Main#f:1,result=440
ME,returner=Main#f:1,value=440
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=2>
ME,returner=Main#main:1,value=<void>
TE,
