TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,scan=java.util.Scanner (id=47)
NO,object=boolean[]:1
FW,context=boolean[]:1,0=false
FW,context=boolean[]:1,1=false
FW,context=boolean[]:1,2=false
FW,context=boolean[]:1,3=false
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,n=2
VW,context=Main#main:1,i=0
VW,context=Main#main:1,count=0
VW,context=Main#main:1,out=0
VW,context=Main#main:1,j=0
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
FW,context=boolean[]:1,0=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=OUT
VW,context=Main#main:1,out=1
VW,context=Main#main:1,str=HOMERUN
VW,context=Main#main:1,j=0
VW,context=Main#main:1,count=1
FW,context=boolean[]:1,0=false
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,j=3
VW,context=Main#main:1,count=2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
FW,context=boolean[]:1,0=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
FW,context=boolean[]:1,1=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=HOMERUN
VW,context=Main#main:1,j=0
VW,context=Main#main:1,count=3
FW,context=boolean[]:1,0=false
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,count=4
FW,context=boolean[]:1,1=false
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,j=3
VW,context=Main#main:1,count=5
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
FW,context=boolean[]:1,0=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=OUT
VW,context=Main#main:1,out=2
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
FW,context=boolean[]:1,1=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,j=2
FW,context=boolean[]:1,2=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,j=3
FW,context=boolean[]:1,3=true
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,count=6
FW,context=boolean[]:1,3=false
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,j=3
FW,context=boolean[]:1,3=true
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,count=7
FW,context=boolean[]:1,3=false
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=OUT
VW,context=Main#main:1,out=3
VW,context=Main#main:1,i=1
VW,context=Main#main:1,count=0
VW,context=Main#main:1,out=0
VW,context=Main#main:1,j=0
FW,context=boolean[]:1,0=false
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=1
FW,context=boolean[]:1,1=false
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=2
FW,context=boolean[]:1,2=false
VW,context=Main#main:1,ch=boolean[]:1
VW,context=Main#main:1,j=3
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
FW,context=boolean[]:1,0=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
FW,context=boolean[]:1,1=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=OUT
VW,context=Main#main:1,out=1
VW,context=Main#main:1,str=HIT
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,j=2
FW,context=boolean[]:1,2=true
VW,context=Main#main:1,ch=boolean[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,str=OUT
VW,context=Main#main:1,out=2
