TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
VW,context=Main#main:1,pasta=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
VW,context=Main#main:1,juice=int[]:2
VW,context=Main#main:1,sc=java.util.Scanner (id=365)
VW,context=Main#main:1,i=0
FW,context=int[]:1,0=800
VW,context=Main#main:1,pasta=int[]:1
VW,context=Main#main:1,i=1
FW,context=int[]:1,1=700
VW,context=Main#main:1,pasta=int[]:1
VW,context=Main#main:1,i=2
FW,context=int[]:1,2=900
VW,context=Main#main:1,pasta=int[]:1
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,i=0
FW,context=int[]:2,0=198
VW,context=Main#main:1,juice=int[]:2
VW,context=Main#main:1,i=1
FW,context=int[]:2,1=330
VW,context=Main#main:1,juice=int[]:2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,minp=3000
VW,context=Main#main:1,i=0
VW,context=Main#main:1,minp=800
VW,context=Main#main:1,i=1
VW,context=Main#main:1,minp=700
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
VW,context=Main#main:1,minj=3000
VW,context=Main#main:1,i=0
VW,context=Main#main:1,minj=198
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=9>
VW,context=Main#main:1,sum=898
VW,context=Main#main:1,sum=848
ME,returner=Main#main:1,value=<void>
TE,
