TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
VW,context=Main:1#run:1,scan=java.util.Scanner (id=364)
VW,context=Main:1#run:1,l=5
VW,context=Main:1#run:1,k=3
VW,context=Main:1#run:1,dp=long[101] (id=365)
VW,context=Main:1#run:1,dp=long[101] (id=365)
VW,context=Main:1#run:1,i=2
VW,context=Main:1#run:1,num=0
VW,context=Main:1#run:1,dp=long[101] (id=365)
VW,context=Main:1#run:1,i=3
VD,method=Main:1#run:1 <name=num,type=long (id=8),value=<?>,index=5>
VW,context=Main:1#run:1,num=0
VW,context=Main:1#run:1,dp=long[101] (id=365)
VW,context=Main:1#run:1,i=4
VD,method=Main:1#run:1 <name=num,type=long (id=8),value=<?>,index=5>
VW,context=Main:1#run:1,num=1
VW,context=Main:1#run:1,dp=long[101] (id=365)
VD,method=Main:1#run:1 <name=num,type=long (id=8),value=<?>,index=5>
VW,context=Main:1#run:1,dp=long[101] (id=365)
VD,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=4>
ME,returner=Main:1#run:1,value=<void>
ME,returner=Main#main:1,value=<void>
TE,
