TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,br=java.io.BufferedReader (id=342)
VW,context=Main#main:1,n=5
VW,context=Main#main:1,tag=<main>10,10,190,150<menu>20,20,70,140</menu><primary>80,20,180,140</primary></main>
MC,caller=Main#main:1,target=Main#parseTags:1
VW,context=Main#parseTags:1,tags=<main>10,10,190,150<menu>20,20,70,140</menu><primary>80,20,180,140</primary></main>
VW,context=Main#parseTags:1,stack=java.util.Stack (id=344)
VW,context=Main#parseTags:1,p=java.util.ArrayList (id=345)
VW,context=Main#parseTags:1,s=0
VW,context=Main#parseTags:1,t=0
VW,context=Main#parseTags:1,nexts=0
VW,context=Main#parseTags:1,t=1
VW,context=Main#parseTags:1,t=2
VW,context=Main#parseTags:1,t=3
VW,context=Main#parseTags:1,t=4
VW,context=Main#parseTags:1,t=5
VW,context=Main#parseTags:1,name=main
VW,context=Main#parseTags:1,nexts=5
VW,context=Main#parseTags:1,nexts=6
VW,context=Main#parseTags:1,nexts=7
VW,context=Main#parseTags:1,nexts=8
VW,context=Main#parseTags:1,nexts=9
VW,context=Main#parseTags:1,nexts=10
VW,context=Main#parseTags:1,nexts=11
VW,context=Main#parseTags:1,nexts=12
VW,context=Main#parseTags:1,nexts=13
VW,context=Main#parseTags:1,nexts=14
VW,context=Main#parseTags:1,nexts=15
VW,context=Main#parseTags:1,nexts=16
VW,context=Main#parseTags:1,nexts=17
VW,context=Main#parseTags:1,nexts=18
VW,context=Main#parseTags:1,nexts=19
VW,context=Main#parseTags:1,coordinates=10,10,190,150
NO,object=Main$Panel:1
MC,caller=Main#parseTags:1,target=Main$Panel:1#Main$Panel:1
VW,context=Main$Panel:1#Main$Panel:1,name=main
VW,context=Main$Panel:1#Main$Panel:1,coordinates=10,10,190,150
FW,context=Main$Panel:1,name=main
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=10
FW,context=java.lang.String[]:2,1=10
FW,context=java.lang.String[]:2,2=190
FW,context=java.lang.String[]:2,3=150
VW,context=Main$Panel:1#Main$Panel:1,c=java.lang.String[]:2
FW,context=Main$Panel:1,x1=10
FW,context=Main$Panel:1,y1=10
FW,context=Main$Panel:1,x2=190
FW,context=Main$Panel:1,y2=150
FW,context=Main$Panel:1,children=java.util.ArrayList (id=356)
ME,returner=Main$Panel:1#Main$Panel:1,value=<void>
VW,context=Main#parseTags:1,pn=Main$Panel:1
VW,context=Main#parseTags:1,tags=<menu>20,20,70,140</menu><primary>80,20,180,140</primary></main>
VD,method=Main#parseTags:1 <name=pn,type=Main$Panel (id=88),value=<?>,index=8>
VD,method=Main#parseTags:1 <name=s,type=int (id=7),value=0,index=5>
VD,method=Main#parseTags:1 <name=t,type=int (id=7),value=6,index=6>
VD,method=Main#parseTags:1 <name=nexts,type=int (id=7),value=6,index=7>
VW,context=Main#parseTags:1,s=0
VW,context=Main#parseTags:1,t=0
VW,context=Main#parseTags:1,nexts=0
VW,context=Main#parseTags:1,t=1
VW,context=Main#parseTags:1,t=2
VW,context=Main#parseTags:1,t=3
VW,context=Main#parseTags:1,t=4
VW,context=Main#parseTags:1,t=5
VW,context=Main#parseTags:1,name=menu
VW,context=Main#parseTags:1,nexts=5
VW,context=Main#parseTags:1,nexts=6
VW,context=Main#parseTags:1,nexts=7
VW,context=Main#parseTags:1,nexts=8
VW,context=Main#parseTags:1,nexts=9
VW,context=Main#parseTags:1,nexts=10
VW,context=Main#parseTags:1,nexts=11
VW,context=Main#parseTags:1,nexts=12
VW,context=Main#parseTags:1,nexts=13
VW,context=Main#parseTags:1,nexts=14
VW,context=Main#parseTags:1,nexts=15
VW,context=Main#parseTags:1,nexts=16
VW,context=Main#parseTags:1,nexts=17
VW,context=Main#parseTags:1,nexts=18
VW,context=Main#parseTags:1,coordinates=20,20,70,140
NO,object=Main$Panel:2
MC,caller=Main#parseTags:1,target=Main$Panel:2#Main$Panel:2
VW,context=Main$Panel:2#Main$Panel:2,name=menu
VW,context=Main$Panel:2#Main$Panel:2,coordinates=20,20,70,140
FW,context=Main$Panel:2,name=menu
NO,object=java.lang.String[]:3
FW,context=java.lang.String[]:3,0=20
FW,context=java.lang.String[]:3,1=20
FW,context=java.lang.String[]:3,2=70
FW,context=java.lang.String[]:3,3=140
VW,context=Main$Panel:2#Main$Panel:2,c=java.lang.String[]:3
FW,context=Main$Panel:2,x1=20
FW,context=Main$Panel:2,y1=20
FW,context=Main$Panel:2,x2=70
FW,context=Main$Panel:2,y2=140
FW,context=Main$Panel:2,children=java.util.ArrayList (id=366)
ME,returner=Main$Panel:2#Main$Panel:2,value=<void>
VW,context=Main#parseTags:1,pn=Main$Panel:2
FR,context=Main$Panel:1,children
VW,context=Main#parseTags:1,tags=</menu><primary>80,20,180,140</primary></main>
VD,method=Main#parseTags:1 <name=pn,type=Main$Panel (id=88),value=<?>,index=8>
VD,method=Main#parseTags:1 <name=s,type=int (id=7),value=0,index=5>
VD,method=Main#parseTags:1 <name=t,type=int (id=7),value=6,index=6>
VD,method=Main#parseTags:1 <name=nexts,type=int (id=7),value=6,index=7>
VW,context=Main#parseTags:1,s=0
VW,context=Main#parseTags:1,t=0
VW,context=Main#parseTags:1,nexts=0
VW,context=Main#parseTags:1,t=1
VW,context=Main#parseTags:1,t=2
VW,context=Main#parseTags:1,t=3
VW,context=Main#parseTags:1,t=4
VW,context=Main#parseTags:1,t=5
VW,context=Main#parseTags:1,t=6
VW,context=Main#parseTags:1,name=/menu
VW,context=Main#parseTags:1,nexts=6
VW,context=Main#parseTags:1,nexts=7
VW,context=Main#parseTags:1,tags=<primary>80,20,180,140</primary></main>
