TS,main (1)
MC,caller=SYSTEM,target=Main#<clinit>:1
FW,context=Main,num=0
FW,context=Main,sum=0
ME,returner=Main#<clinit>:1,value=<void>
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.io.BufferedReader (id=342)
FW,context=Main,n=5
VW,context=Main#main:1,inp=*75*5
VW,context=Main#main:1,m=2
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=3
FW,context=java.lang.String[]:2,1=9
VW,context=Main#main:1,st=java.lang.String[]:2
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=Main,box=int[]:1
VW,context=Main#main:1,i=0
FR,context=Main,box
VW,context=Main#main:1,i=1
FR,context=Main,box
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,start=-1
FW,context=Main,index=java.util.LinkedList (id=348)
FR,context=Main,n
VW,context=Main#main:1,i=0
FR,context=Main,index
FR,context=Main,n
VW,context=Main#main:1,i=1
VW,context=Main#main:1,t=14
FR,context=Main,sum
FW,context=Main,sum=5
FR,context=Main,n
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=t,type=int (id=7),value=<?>,index=8>
FR,context=Main,sum
FW,context=Main,sum=10
FR,context=Main,n
VW,context=Main#main:1,i=3
FR,context=Main,index
FR,context=Main,n
VW,context=Main#main:1,i=4
FR,context=Main,sum
FW,context=Main,sum=15
FR,context=Main,n
MC,caller=Main#main:1,target=Main#solve:1
FR,context=Main,index
FR,context=Main,box
VW,context=Main#solve:1,u=3
FR,context=Main,index
VW,context=Main#solve:1,t=0
VW,context=Main#solve:1,zz=3
FR,context=Main,sum
FW,context=Main,sum=18
MC,caller=Main#solve:1,target=Main#solve:2
FR,context=Main,index
FR,context=Main,box
VW,context=Main#solve:2,u=3
FR,context=Main,index
VW,context=Main#solve:2,t=3
VW,context=Main#solve:2,zz=6
FR,context=Main,sum
FW,context=Main,sum=24
MC,caller=Main#solve:2,target=Main#solve:3
FR,context=Main,index
FR,context=Main,sum
ME,returner=Main#solve:3,value=<void>
FR,context=Main,sum
FW,context=Main,sum=18
FR,context=Main,index
VW,context=Main#solve:2,u=9
VD,method=Main#solve:2 <name=zz,type=int (id=7),value=<?>,index=1>
VD,method=Main#solve:2 <name=t,type=int (id=7),value=3,index=2>
FR,context=Main,index
VW,context=Main#solve:2,t=3
VW,context=Main#solve:2,zz=9
FR,context=Main,sum
FW,context=Main,sum=27
MC,caller=Main#solve:2,target=Main#solve:4
FR,context=Main,index
FR,context=Main,sum
ME,returner=Main#solve:4,value=<void>
FR,context=Main,sum
FW,context=Main,sum=18
FR,context=Main,index
VD,method=Main#solve:2 <name=zz,type=int (id=7),value=<?>,index=1>
ME,returner=Main#solve:2,value=<void>
FR,context=Main,sum
FW,context=Main,sum=15
FR,context=Main,index
VW,context=Main#solve:1,u=9
VD,method=Main#solve:1 <name=zz,type=int (id=7),value=<?>,index=1>
VD,method=Main#solve:1 <name=t,type=int (id=7),value=0,index=2>
FR,context=Main,index
VW,context=Main#solve:1,t=0
VW,context=Main#solve:1,zz=9
FR,context=Main,sum
FW,context=Main,sum=24
MC,caller=Main#solve:1,target=Main#solve:5
FR,context=Main,index
FR,context=Main,box
VW,context=Main#solve:5,u=3
FR,context=Main,index
VW,context=Main#solve:5,t=3
VW,context=Main#solve:5,zz=6
FR,context=Main,sum
FW,context=Main,sum=30
MC,caller=Main#solve:5,target=Main#solve:6
FR,context=Main,index
FR,context=Main,sum
FR,context=Main,num
FW,context=Main,num=1
ME,returner=Main#solve:6,value=<void>
FR,context=Main,sum
FW,context=Main,sum=24
FR,context=Main,index
VW,context=Main#solve:5,u=9
VD,method=Main#solve:5 <name=zz,type=int (id=7),value=<?>,index=1>
VD,method=Main#solve:5 <name=t,type=int (id=7),value=3,index=2>
FR,context=Main,index
VW,context=Main#solve:5,t=3
VW,context=Main#solve:5,zz=9
FR,context=Main,sum
FW,context=Main,sum=33
MC,caller=Main#solve:5,target=Main#solve:7
FR,context=Main,index
FR,context=Main,sum
ME,returner=Main#solve:7,value=<void>
FR,context=Main,sum
FW,context=Main,sum=24
FR,context=Main,index
VD,method=Main#solve:5 <name=zz,type=int (id=7),value=<?>,index=1>
ME,returner=Main#solve:5,value=<void>
FR,context=Main,sum
FW,context=Main,sum=15
FR,context=Main,index
VD,method=Main#solve:1 <name=zz,type=int (id=7),value=<?>,index=1>
ME,returner=Main#solve:1,value=<void>
FR,context=Main,num
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
ME,returner=Main#main:1,value=<void>
TE,
