TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main$SC:1
MC,caller=Main#main:1,target=Main$SC:1#Main$SC:1
VW,context=Main$SC:1#Main$SC:1,in=java.io.BufferedInputStream (id=27)
FW,context=Main$SC:1,reader=null
FW,context=Main$SC:1,tokenizer=null
FW,context=Main$SC:1,reader=java.io.BufferedReader (id=30)
ME,returner=Main$SC:1#Main$SC:1,value=<void>
VW,context=Main#main:1,sc=Main$SC:1
MC,caller=Main#main:1,target=Main$SC:1#nextInt:1
MC,caller=Main$SC:1#nextInt:1,target=Main$SC:1#next:1
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,reader
FW,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=33)
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:1,result=5
ME,returner=Main$SC:1#next:1,value=5
VW,context=Main$SC:1#nextInt:1,result=5
ME,returner=Main$SC:1#nextInt:1,value=5
VW,context=Main#main:1,N=5
MC,caller=Main#main:1,target=Main$SC:1#nextInt:2
MC,caller=Main$SC:1#nextInt:2,target=Main$SC:1#next:2
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:2,result=4
ME,returner=Main$SC:1#next:2,value=4
VW,context=Main$SC:1#nextInt:2,result=4
ME,returner=Main$SC:1#nextInt:2,value=4
VW,context=Main#main:1,sum=4
VW,context=Main#main:1,s=0
VW,context=Main#main:1,i=0
MC,caller=Main#main:1,target=Main$SC:1#nextInt:3
MC,caller=Main$SC:1#nextInt:3,target=Main$SC:1#next:3
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,reader
FW,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=37)
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:3,result=5
ME,returner=Main$SC:1#next:3,value=5
VW,context=Main$SC:1#nextInt:3,result=5
ME,returner=Main$SC:1#nextInt:3,value=5
VW,context=Main#main:1,s=5
VW,context=Main#main:1,i=1
MC,caller=Main#main:1,target=Main$SC:1#nextInt:4
MC,caller=Main$SC:1#nextInt:4,target=Main$SC:1#next:4
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:4,result=5
ME,returner=Main$SC:1#next:4,value=5
VW,context=Main$SC:1#nextInt:4,result=5
ME,returner=Main$SC:1#nextInt:4,value=5
VW,context=Main#main:1,s=10
VW,context=Main#main:1,i=2
MC,caller=Main#main:1,target=Main$SC:1#nextInt:5
MC,caller=Main$SC:1#nextInt:5,target=Main$SC:1#next:5
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:5,result=6
ME,returner=Main$SC:1#next:5,value=6
VW,context=Main$SC:1#nextInt:5,result=6
ME,returner=Main$SC:1#nextInt:5,value=6
VW,context=Main#main:1,s=16
VW,context=Main#main:1,i=3
MC,caller=Main#main:1,target=Main$SC:1#nextInt:6
MC,caller=Main$SC:1#nextInt:6,target=Main$SC:1#next:6
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
FR,context=Main$SC:1,tokenizer
VW,context=Main$SC:1#next:6,result=5
ME,returner=Main$SC:1#next:6,value=5
VW,context=Main$SC:1#nextInt:6,result=5
ME,returner=Main$SC:1#nextInt:6,value=5
VW,context=Main#main:1,s=21
MC,caller=Main#main:1,target=Main#pl:1
VW,context=Main#pl:1,o=4
ME,returner=Main#pl:1,value=<void>
ME,returner=Main#main:1,value=<void>
TE,
