TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,stdin=java.util.Scanner (id=47)
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,i=0
FW,context=int[]:1,0=1
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,i=1
FW,context=int[]:1,1=1
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,i=2
FW,context=int[]:1,2=3
VW,context=Main#main:1,a=int[]:1
VW,context=Main#main:1,i=3
FW,context=int[]:1,3=4
VW,context=Main#main:1,a=int[]:1
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=3>
ME,returner=Main#main:1,value=<void>
TE,
