TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,in=java.util.Scanner (id=363)
VW,context=Main#main:1,n=5
NO,object=Lines[]:1
FW,context=Lines[]:1,0=null
FW,context=Lines[]:1,1=null
FW,context=Lines[]:1,2=null
FW,context=Lines[]:1,3=null
FW,context=Lines[]:1,4=null
FW,context=Lines[]:1,5=null
VW,context=Main#main:1,line=Lines[]:1
VW,context=Main#main:1,ans=java.util.LinkedList (id=368)
VW,context=Main#main:1,i=0
VW,context=Main#main:1,m=5
NO,object=Pos[]:1
FW,context=Pos[]:1,0=null
FW,context=Pos[]:1,1=null
FW,context=Pos[]:1,2=null
FW,context=Pos[]:1,3=null
FW,context=Pos[]:1,4=null
VW,context=Main#main:1,p=Pos[]:1
VW,context=Main#main:1,j=0
NO,object=Pos:1
MC,caller=Main#main:1,target=Pos:1#Pos:1
VW,context=Pos:1#Pos:1,y=0
VW,context=Pos:1#Pos:1,x=0
FW,context=Pos:1,x=0
FW,context=Pos:1,y=0
ME,returner=Pos:1#Pos:1,value=<void>
FW,context=Pos[]:1,0=Pos:1
VW,context=Main#main:1,p=Pos[]:1
VW,context=Main#main:1,j=1
NO,object=Pos:2
MC,caller=Main#main:1,target=Pos:2#Pos:2
VW,context=Pos:2#Pos:2,y=0
VW,context=Pos:2#Pos:2,x=2
FW,context=Pos:2,x=2
FW,context=Pos:2,y=0
ME,returner=Pos:2#Pos:2,value=<void>
FW,context=Pos[]:1,1=Pos:2
VW,context=Main#main:1,p=Pos[]:1
VW,context=Main#main:1,j=2
NO,object=Pos:3
MC,caller=Main#main:1,target=Pos:3#Pos:3
VW,context=Pos:3#Pos:3,y=1
VW,context=Pos:3#Pos:3,x=2
FW,context=Pos:3,x=2
FW,context=Pos:3,y=1
ME,returner=Pos:3#Pos:3,value=<void>
FW,context=Pos[]:1,2=Pos:3
VW,context=Main#main:1,p=Pos[]:1
VW,context=Main#main:1,j=3
NO,object=Pos:4
MC,caller=Main#main:1,target=Pos:4#Pos:4
VW,context=Pos:4#Pos:4,y=1
VW,context=Pos:4#Pos:4,x=4
FW,context=Pos:4,x=4
FW,context=Pos:4,y=1
ME,returner=Pos:4#Pos:4,value=<void>
FW,context=Pos[]:1,3=Pos:4
VW,context=Main#main:1,p=Pos[]:1
VW,context=Main#main:1,j=4
NO,object=Pos:5
MC,caller=Main#main:1,target=Pos:5#Pos:5
VW,context=Pos:5#Pos:5,y=0
VW,context=Pos:5#Pos:5,x=4
FW,context=Pos:5,x=4
FW,context=Pos:5,y=0
ME,returner=Pos:5#Pos:5,value=<void>
FW,context=Pos[]:1,4=Pos:5
VW,context=Main#main:1,p=Pos[]:1
NO,object=Lines:1
MC,caller=Main#main:1,target=Lines:1#Lines:1
VW,context=Lines:1#Lines:1,pos=Pos[]:1
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=null
FW,context=java.lang.String[]:2,1=null
FW,context=Lines:1,str=java.lang.String[]:2
VW,context=Lines:1#Lines:1,i=0
FR,context=Lines:1,str
MC,caller=Lines:1#Lines:1,target=Pos:1#dist:1
VW,context=Pos:1#dist:1,p=Pos:2
FR,context=Pos:1,x
FR,context=Pos:2,x
FR,context=Pos:1,x
FR,context=Pos:2,x
FR,context=Pos:1,y
FR,context=Pos:2,y
FR,context=Pos:1,y
FR,context=Pos:2,y
VW,context=Pos:1#dist:1,result=4
ME,returner=Pos:1#dist:1,value=4
FW,context=java.lang.String[]:2,0=4
VW,context=Lines:1#Lines:1,j=1
FR,context=Lines:1,str
MC,caller=Lines:1#Lines:1,target=Lines#ccw:1
VW,context=Lines#ccw:1,c=Pos:3
VW,context=Lines#ccw:1,a=Pos:1
VW,context=Lines#ccw:1,b=Pos:2
FR,context=Pos:2,x
FR,context=Pos:1,x
VW,context=Lines#ccw:1,dx1=2
FR,context=Pos:2,y
FR,context=Pos:1,y
VW,context=Lines#ccw:1,dy1=0
FR,context=Pos:3,x
FR,context=Pos:1,x
VW,context=Lines#ccw:1,dx2=2
FR,context=Pos:3,y
FR,context=Pos:1,y
VW,context=Lines#ccw:1,dy2=1
VW,context=Lines#ccw:1,result=1
ME,returner=Lines#ccw:1,value=1
FW,context=java.lang.String[]:2,0=4b
FR,context=Lines:1,str
MC,caller=Lines:1#Lines:1,target=Pos:2#dist:2
VW,context=Pos:2#dist:2,p=Pos:3
FR,context=Pos:2,x
FR,context=Pos:3,x
FR,context=Pos:2,x
FR,context=Pos:3,x
FR,context=Pos:2,y
FR,context=Pos:3,y
FR,context=Pos:2,y
FR,context=Pos:3,y
VW,context=Pos:2#dist:2,result=1
ME,returner=Pos:2#dist:2,value=1
FW,context=java.lang.String[]:2,0=4b1
VW,context=Lines:1#Lines:1,j=2
FR,context=Lines:1,str
MC,caller=Lines:1#Lines:1,target=Lines#ccw:2
VW,context=Lines#ccw:2,c=Pos:4
VW,context=Lines#ccw:2,a=Pos:2
VW,context=Lines#ccw:2,b=Pos:3
FR,context=Pos:3,x
FR,context=Pos:2,x
VW,context=Lines#ccw:2,dx1=0
FR,context=Pos:3,y
FR,context=Pos:2,y
VW,context=Lines#ccw:2,dy1=1
FR,context=Pos:4,x
FR,context=Pos:2,x
VW,context=Lines#ccw:2,dx2=2
FR,context=Pos:4,y
FR,context=Pos:2,y
VW,context=Lines#ccw:2,dy2=1
VW,context=Lines#ccw:2,result=-1
ME,returner=Lines#ccw:2,value=-1
FW,context=java.lang.String[]:2,0=4b1a
FR,context=Lines:1,str
MC,caller=Lines:1#Lines:1,target=Pos:3#dist:3
VW,context=Pos:3#dist:3,p=Pos:4
FR,context=Pos:3,x
FR,context=Pos:4,x
