TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,sc=java.util.Scanner (id=48)
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
FR,context=Main:1,sc
FR,context=Main:1,sc
VW,context=Main:1#run:1,sen=the cost of one peach is higher than that of one apple.
VW,context=Main:1#run:1,sen=the cost of one peach is higher than that of one !!!.
VW,context=Main:1#run:1,sen=the cost of one apple is higher than that of one !!!.
VW,context=Main:1#run:1,sen=the cost of one apple is higher than that of one peach.
FR,context=Main:1,sc
